사업자등록번호,데이터수집일자,조사년도,분석기업매출액,산업평균매출액,분석기업매출액증감률,산업평균매출액증감률,기업연구개발액,평균연구개발액,기업연구개발액증감률,평균연구개발액증감률,기업특허실용신안출원건수,평균특허실용신안출원건수,기업특허실용신안생산력금액,평균특허실용신안생산력금액
1058817293,20220416,2020,,,,8,,,,,,,, 
1058759729,20220416,2020,,,,8,,,,,,,, 
1059196191,20220416,2017,,,,40,,144.84,,43,,,, 
1062763751,20220416,2020,,,,1,,,,,,,, 
1059605604,20220416,2018,,,,15,,186.07,,387,,,, 
1058772004,20220416,2021,,,,,,,,,,,, 
1058804309,20220416,2020,,,,8,,,,,,,, 
1070154482,20220416,2018,,,,1,,4791.89,,1,,,, 
1068621758,20220416,2018,,,,14,,11634.01,,16,,,, 
1070145682,20220416,2017,,,,,,,,,,,, 
1058777391,20220416,2020,2013400,,192.13,8,,,,,,,, 
1058777921,20220416,2019,,,,4,,4496.63,,3,,,, 
1058809129,20220416,2021,,,,,,,,,,,, 
1064420365,20220416,2021,,,,,,,,,,,, 
1058733506,20220416,2021,,,,,,,,,,,, 
1058790579,20220416,2019,,,,9,,13956.81,,52,,,, 
1059615193,20220416,2018,,,,15,,186.07,,387,,,, 
1061962719,20220416,2017,,,,11,,565.59,,12,,,, 
1068660843,20220416,2019,3877944,,7.29,4,,4496.63,,3,,,, 
1058789844,20220416,2017,,,,10,,57.02,,48,,,, 
1068199284,20220416,2020,,,,2,,,,,,,, 
1058798886,20220416,2021,,,,,,,,,,,, 
1058734937,20220416,2020,,,,3,,,,,,,, 
1060786979,20220416,2020,,,,1,,,,,,,, 
1068146133,20220416,2020,,,,5,,,,,6,,, 
1068706206,20220416,2017,,,,11,,565.59,,12,,,, 
1058772979,20220416,2019,,,,10,,796.34,,6,,,, 
1069079072,20220416,2021,,,,,,,,,,,, 
1058747863,20220416,2017,5939233,,7.02,11,,565.59,,12,,,, 
1058771515,20220416,2021,,,,,,,,,,,, 
1058781712,20220416,2018,,,,0,,11634.01,,19,,,, 
1068656956,20220416,2017,,,,11,,10468.07,,11,,,, 
1068510481,20220416,2020,,,,2,,,,,1,,, 
1058765968,20220416,2018,,,,7,,754.82,,35,,,, 
1058792150,20220416,2017,,,,7,,10468.07,,11,,,, 
1058813661,20220416,2019,,,,4,,4496.63,,3,,,, 
1058816275,20220416,2019,524221,,64.61,14,,13956.81,,25,,,, 
1070647593,20220416,2019,,,,4,,4496.63,,3,,,, 
1058742999,20220416,2021,,,,,,,,,3,,, 
1058752935,20220416,2020,,,,8,,,,,,,, 
1071081598,20220416,2018,,,,17,,11634.01,,90,,,, 
1058773089,20220416,2017,838839,,22.5,11,,10468.07,,11,,,, 
1068603691,20220416,2019,1252884,,,14,,13956.81,,25,,,, 
1058767011,20220416,2020,,,,1,,,,,,,, 
1058786298,20220416,2018,5808903,,57.61,14,1107704,11634.01,,16,,,, 
1058790389,20220416,2021,,,,,,,,,,,, 
1059933474,20220416,2017,,,,11,,10468.07,,11,,,, 
1060853820,20220416,2020,,,,1,,,,,,,, 
1058764391,20220416,2019,,,,11,,13956.81,,25,,,, 
1058752575,20220416,2018,,,,7,,754.82,,35,,,, 
1070954834,20220416,2017,,,,15,,4887.58,,2,,,, 
1058789432,20220416,2019,,,,14,,13956.81,,25,,,, 
1058792164,20220416,2018,,,,14,,11634.01,,16,,,, 
1058779439,20220416,2019,,,,14,,13956.81,,25,,,, 
1058748713,20220416,2018,4530234,,17.63,14,,11634.01,,16,30,,, 
1061248998,20220416,2017,,,,15,,4887.58,,2,,,, 
1058776918,20220416,2019,1241799,,59.34,14,,13956.81,,25,,,, 
1061565931,20220416,2020,,,,8,,,,,,,, 
1058760060,20220416,2018,,,,7,,754.82,,35,,,, 
1059028231,20220416,2021,,,,,,,,,,,, 
1058778143,20220416,2018,,,,14,,11634.01,,16,,,, 
1059614480,20220416,2019,,,,10,,251.77,,64,,,, 
1058735955,20220416,2019,,,,11,,13956.81,,25,,,, 
1058750878,20220416,2020,,,,8,,,,,,,, 
1059108076,20220416,2020,,,,1,,,,,,,, 
1058814258,20220416,2019,,,,45,,13956.81,,205,,,, 
1058740292,20220416,2017,,,,22,,10468.07,,11,,,, 
1058785848,20220416,2018,,,,17,,11634.01,,90,,,, 
1070825929,20220416,2021,,,,,,,,,,,, 
1058731361,20220416,2019,,,,10,,796.34,,7,,,, 
1070629616,20220416,2017,,,,29,,10468.07,,11,,,, 
1058737841,20220416,2019,,,,14,,13956.81,,25,,,, 
1058811829,20220416,2019,,,,9,,13956.81,,52,,,, 
1068627183,20220416,2021,,,,,,,,,,,, 
1071013557,20220416,2017,,,,11,,565.59,,12,,,, 
1058765309,20220416,2017,,,,11,,10468.07,,11,,,, 
1058791199,20220416,2021,,,,,,,,,,,, 
1059189369,20220416,2020,,,,,,,,,,,, 
1059028376,20220416,2017,,,,40,,144.84,,43,,,, 
1060339518,20220416,2017,,,,11,,565.59,,12,,,, 
1068187570,20220416,2018,2389380,,20.74,7,,754.82,,35,,,, 
1068671525,20220416,2020,,,,8,,,,,,,, 
1058762433,20220416,2019,,,,10,,796.34,,7,,,, 
1058774453,20220416,2019,,3497979.06,,8,,141540.34,,4,5,,, 
1058734937,20220416,2019,,,,10,,796.34,,6,,,, 
1058777372,20220416,2020,,,,1,,,,,,,, 
1062927744,20220416,2019,,3497979.06,,8,,141540.34,,4,,,, 
1058750960,20220416,2019,852720,,26.79,14,,13956.81,,25,,,, 
1058748557,20220416,2018,,,,7,,754.82,,35,,,, 
1061962887,20220416,2017,,70769.84,,7,,511.57,,9,,0.0,,6
1058810077,20220416,2019,,,,14,,13956.81,,25,,,, 
1061249774,20220416,2017,,,,11,,565.59,,12,,,, 
1068127271,20220416,2020,,,,5,,,,,,,, 
1058768140,20220416,2018,,,,7,,754.82,,35,,,, 
1058759622,20220416,2020,258212,,42.11,5,,,,,,,, 
1058790297,20220416,2019,,,,10,,796.34,,6,,,, 
1058733511,20220416,2021,,,,,,,,,,,, 
1060276234,20220416,2017,,,,11,,565.59,,12,,,, 
1058787055,20220416,2018,,,,10,,186.07,,92,,,, 
1058750354,20220416,2020,7952106,,2.91,1,,,,,,,, 
1058739311,20220416,2019,,,,10,,796.34,,7,,,, 
1058790701,20220416,2019,,,,10,,796.34,,7,1,,, 
1068606738,20220416,2020,2022108,,59,8,,,,,,,, 
1058753555,20220416,2017,1969531,,0.32,29,,10468.07,,11,,,, 
1068231113,20220416,2018,,,,17,,11634.01,,90,,,, 
1058734602,20220416,2017,,,,11,,565.59,,12,,,, 
1059035407,20220416,2018,,,,7,,754.82,,35,,,, 
1065080044,20220416,2017,,,,15,,4887.58,,2,,,, 
1070828566,20220416,2018,,,,0,,11634.01,,19,,,, 
1058805671,20220416,2021,,,,,,,,,,,, 
1059614874,20220416,2020,,,,7,,,,,,,, 
1058752779,20220416,2021,,,,,,,,,,,, 
1058777498,20220416,2020,,,,3,,,,,,,, 
1058776863,20220416,2018,,,,0,,11634.01,,16,,,, 
1061148098,20220416,2020,,,,1,,,,,,,, 
1058801336,20220416,2018,,,,7,,754.82,,35,,,, 
1068623950,20220416,2021,,,,,,,,,,,, 
1068633730,20220416,2020,,,,8,,,,,,,, 
1068658497,20220416,2019,,3497979.06,,8,,141540.34,,4,,,, 
1058760172,20220416,2018,,,,17,,11634.01,,90,,,, 
1068624978,20220416,2017,,,,11,,10468.07,,11,,,, 
1060373933,20220416,2018,,3578498.43,,5,,139600.54,,9,,0.41,,26
1068683472,20220416,2019,,,,4,,4496.63,,3,,,, 
1071235948,20220416,2021,,,,,,,,,,,, 
1058747427,20220416,2020,,,,8,,,,,,,, 
1058789882,20220416,2019,,,,10,,796.34,,6,,,, 
1071220881,20220416,2020,,,,5,,,,,,,, 
1068625088,20220416,2017,,,,11,,565.59,,12,,,, 
1058788374,20220416,2021,,,,,,,,,,,, 
1058798469,20220416,2021,,,,,,,,,,,, 
1068176049,20220416,2019,26988393,3497979.06,22.96,8,,141540.34,,4,,,, 
1061070953,20220416,2020,,,,1,,,,,,,, 
1058766875,20220416,2018,3746019,,11.1,14,,11634.01,,16,,,, 
1058806331,20220416,2017,,,,11,,10468.07,,11,,,, 
1059126017,20220416,2020,,,,7,,,,,,,, 
1068604555,20220416,2018,,,,7,,754.82,,35,,,, 
1068705492,20220416,2017,,,,11,,10468.07,,11,,,, 
1058748557,20220416,2021,,,,,,,,,,,, 
1058783044,20220416,2019,,,,45,,13956.81,,205,,,, 
1061189672,20220416,2020,,,,1,,,,,,,, 
1058774152,20220416,2021,,,,,,,,,,,, 
1058770059,20220416,2020,,,,2,,,,,,,, 
1061127074,20220416,2021,,,,,,,,,,,, 
1058809702,20220416,2019,668742,,91.07,14,,13956.81,,25,,,, 
1058751993,20220416,2021,,,,,,,,,,,, 
1058762582,20220416,2017,4993817,,19.68,7,,10468.07,,111,,,, 
1058767573,20220416,2021,,,,,,,,,,,, 
1058791530,20220416,2019,,,,11,,13956.81,,25,,,, 
1058774531,20220416,2020,,,,1,,,,,,,, 
1061136234,20220416,2021,,,,,,,,,,,, 
1068684597,20220416,2018,,,,14,,11634.01,,16,,,, 
1059868791,20220416,2018,,,,7,,754.82,,35,,,, 
1058740588,20220416,2021,,,,,,,,,,,, 
1060848569,20220416,2017,,,,11,,565.59,,12,,,, 
1058784252,20220416,2017,,,,11,,565.59,,12,,,, 
1060418392,20220416,2020,,,,8,,,,,,,, 
1062820666,20220416,2017,,,,11,,565.59,,12,,,, 
1070184384,20220416,2021,,,,,,,,,,,, 
1058779763,20220416,2019,,,,14,,13956.81,,25,,,, 
1058765712,20220416,2021,,,,,,,,,,,, 
1058775831,20220416,2019,,,,9,,13956.81,,52,,,, 
1058778013,20220416,2020,,,,8,,,,,,,, 
1061713422,20220416,2017,,,,,,,,,,,, 
1058740822,20220416,2019,,,,10,,796.34,,7,,,, 
1058765629,20220416,2019,,,,14,,13956.81,,25,,,, 
1058765798,20220416,2018,,,,7,,754.82,,123,,,, 
1058773468,20220416,2019,,,,10,,796.34,,7,,,, 
1058775582,20220416,2020,,,,3,,,,,,,, 
1061074925,20220416,2021,,,,,,,,,,,, 
1058757527,20220416,2019,,,,9,,13956.81,,52,,,, 
1058779477,20220416,2017,,,,10,,565.59,,40,,,, 
1058730590,20220416,2018,14234000,,233.97,7,,754.82,,35,,,, 
1058734937,20220416,2017,,,,10,,565.59,,40,,,, 
1058773605,20220416,2018,,,,7,,754.82,,123,,,, 
1070645130,20220416,2021,,,,,,,,,,,, 
1058775340,20220416,2019,,,,10,,796.34,,7,,,, 
1058770670,20220416,2021,,,,,,,,,,,, 
1058769912,20220416,2020,,,,7,,,,,,,, 
1068627183,20220416,2017,3732471,3485855.73,34.7,10,446923,128764.94,78.77,21,2,0.4,223461.5,28
1059096710,20220416,2020,,,,20,,,,,,,, 
1060144827,20220416,2018,,,,14,,11634.01,,16,,,, 
1058767573,20220416,2017,,,,11,,10468.07,,11,,,, 
1058803692,20220416,2021,,,,,,,,,,,, 
1059614398,20220416,2017,,,,40,,144.84,,43,,,, 
1059915345,20220416,2017,,,,11,,565.59,,12,,,, 
1059840871,20220416,2019,,,,10,,796.34,,7,,,, 
1059194136,20220416,2020,,,,7,,,,,,,, 
1059085042,20220416,2019,,,,,,,,,,,, 
1060652278,20220416,2021,,,,,,,,,,,, 
1061078858,20220416,2020,,,,8,,,,,,,, 
1059843747,20220416,2018,,3578498.43,,5,,139600.54,,9,,0.41,,26
1071227851,20220416,2020,,,,2,,,,,,,, 
1068600262,20220416,2020,,,,1,,,,,,,, 
1058769737,20220416,2021,,,,,,,,,,,, 
1058755209,20220416,2017,,,,11,,565.59,,12,,,, 
1058766614,20220416,2017,,,,11,,565.59,,12,,,, 
1058780824,20220416,2021,,,,,,,,,,,, 
1059091995,20220416,2017,,,,6,,144.84,,43,,,, 
1068167098,20220416,2020,3154254,,19.12,5,,,,,,,, 
1058900294,20220416,2021,,,,,,,,,,,, 
1058775748,20220416,2020,,,,8,,,,,,,, 
1070857834,20220416,2020,,,,5,,,,,,,, 
1059606239,20220416,2017,,,,40,,144.84,,43,,,, 
1058763766,20220416,2017,,3485855.73,,10,,128764.94,,21,,0.4,,28
1058782079,20220416,2017,,,,29,,10468.07,,11,,,, 
1059962718,20220416,2019,,,,,,,,,,,, 
1058775355,20220416,2020,,,,8,,,,,,,, 
1068106112,20220416,2021,,,,,,,,,,,, 
1070134638,20220416,2019,,,,4,,4496.63,,3,,,, 
1068606437,20220416,2017,,,,7,,10468.07,,111,,,, 
1068127720,20220416,2018,,,,,,,,,,,, 
1068707525,20220416,2019,,,,,,,,,,,, 
1070623529,20220416,2019,,,,9,,13956.81,,52,,,, 
1069081127,20220416,2021,,,,,,,,,,,, 
1058737948,20220416,2018,,,,17,,11634.01,,60,,,, 
1058749314,20220416,2017,,,,11,,10468.07,,11,,,, 
1058793275,20220416,2020,,,,8,,,,,,,, 
1070186801,20220416,2018,,,,1,,4791.89,,1,,,, 
1058773788,20220416,2017,,,,5,,57.02,,9,,,, 
1058761002,20220416,2018,,,,7,,754.82,,35,,,, 
1058752949,20220416,2018,,,,14,,11634.01,,16,,,, 
1068684700,20220416,2018,,,,14,,11634.01,,16,,,, 
1058783438,20220416,2017,,,,7,,10468.07,,11,,,, 
1058782249,20220416,2018,,,,14,,11634.01,,16,,,, 
1058745899,20220416,2020,,,,20,,,,,,,, 
1058744610,20220416,2017,576194,,59.62,15,,4887.58,,2,,,, 
1058772611,20220416,2019,,,,10,,13956.81,,205,,,, 
1058776354,20220416,2018,,,,7,,754.82,,35,,,, 
1058776446,20220416,2019,,,,10,,796.34,,7,,,, 
1059612615,20220416,2017,,,,40,,144.84,,43,,,, 
1070690047,20220416,2019,,,,4,,4496.63,,3,,,, 
1058737803,20220416,2018,2325193,,0.44,7,,754.82,,35,,,, 
1070954834,20220416,2021,,,,,,,,,,,, 
1058758846,20220416,2017,1634078,3485855.73,22.22,10,,128764.94,,21,,0.4,,28
1058764727,20220416,2018,,,,1,,4791.89,,1,,,, 
1062350976,20220416,2020,,,,3,,,,,,,, 
1058774152,20220416,2018,,,,14,,11634.01,,16,,,, 
1058797062,20220416,2020,,,,1,,,,,,,, 
1068647796,20220416,2019,106212465,,12.29,10,,796.34,,7,1,,, 
1059171415,20220416,2021,,,,,,,,,,,, 
1059203457,20220416,2021,,,,,,,,,,,, 
1070628558,20220416,2021,,,,,,,,,,,, 
1071280822,20220416,2017,,,,11,,565.59,,12,,,, 
1070938931,20220416,2021,,,,,,,,,,,, 
1058732278,20220416,2019,,,,10,,796.34,,7,,,, 
1068800209,20220416,2021,,,,,,,,,,,, 
1058748936,20220416,2018,,,,17,,11634.01,,90,,,, 
1058765556,20220416,2018,,,,7,,754.82,,123,,,, 
1058745680,20220416,2020,,,,1,,,,,,,, 
1068653639,20220416,2017,,,,11,,565.59,,12,,,, 
1058735974,20220416,2017,1266993,,,7,,10468.07,,11,,,, 
1058737031,20220416,2017,,,,11,,565.59,,12,,,, 
1058795609,20220416,2018,16533597,,21.32,14,,11634.01,,16,,,, 
1059129620,20220416,2018,,,,10,,186.07,,92,,,, 
1061173258,20220416,2021,,,,,,,,,,,, 
1071267829,20220416,2021,,,,,,,,,,,, 
1058782370,20220416,2019,,,,14,,13956.81,,25,,,, 
1069615390,20220416,2018,,,,15,,186.07,,387,,,, 
1059915632,20220416,2017,,3485855.73,,10,,128764.94,,21,,0.4,,28
1058768311,20220416,2019,,,,10,,796.34,,7,,,, 
1059606826,20220416,2020,,,,7,,,,,,,, 
1058752541,20220416,2018,,,,7,,754.82,,35,,,, 
1068645935,20220416,2019,1174049,,18.27,14,,13956.81,,25,,,, 
1068159870,20220416,2021,,,,,,,,,,,, 
1060353747,20220416,2020,,,,8,,,,,,,, 
1060572170,20220416,2021,,,,,,,,,,,, 
1070345390,20220416,2019,,,,9,,13956.81,,52,,,, 
1058759826,20220416,2021,,,,,,,,,,,, 
1058793654,20220416,2021,,,,,,,,,,,, 
1065271457,20220416,2019,,,,10,,796.34,,7,,,, 
1058777708,20220416,2018,877457,,7.3,1,,4791.89,,1,,,, 
1059935638,20220416,2021,,,,,,,,,,,, 
1058762001,20220416,2018,,3578498.43,,5,,139600.54,,9,,0.41,,26
1058797780,20220416,2017,,,,11,,10468.07,,11,,,, 
1058775675,20220416,2021,,,,,,,,,,,, 
1058765162,20220416,2017,1270893,,161.84,11,,10468.07,,11,,,, 
1068702025,20220416,2018,,,,14,,11634.01,,16,,,, 
1058760978,20220416,2019,,,,4,41667,4496.63,96.8,3,2,,20833.5, 
1058750238,20220416,2020,,,,1,,,,,,,, 
1059150818,20220416,2019,,,,,,,,,,,, 
1064490895,20220416,2019,,,,14,,13956.81,,25,,,, 
1070217994,20220416,2018,,,,1,,4791.89,,1,,,, 
1070222731,20220416,2017,,,,15,,4887.58,,2,,,, 
1058813512,20220416,2020,,,,5,,,,,,,, 
1058768437,20220416,2021,,,,,375000,,30.43,,,,, 
1059992982,20220416,2020,,,,1,,,,,,,, 
1061074191,20220416,2019,,,,45,,13956.81,,205,,,, 
1058782536,20220416,2017,,,,11,,10468.07,,11,,,, 
1058741307,20220416,2017,,,,10,,565.59,,40,,,, 
1058745055,20220416,2020,,,,3,,,,,,,, 
1058753458,20220416,2017,115073,,28.37,22,,10468.07,,11,,,, 
1059044997,20220416,2018,,,,15,,186.07,,387,,,, 
1068679833,20220416,2021,,,,,,,,,,,, 
1058789387,20220416,2017,1010530,,1.07,11,,565.59,,12,,,, 
1058753443,20220416,2018,1732976,,77.35,7,,754.82,,35,,,, 
1058762490,20220416,2017,,,,11,,565.59,,12,,,, 
1058730606,20220416,2020,,,,1,,,,,,,, 
1068624978,20220416,2018,,,,14,,11634.01,,16,,,, 
1058759184,20220416,2019,,,,10,,13956.81,,205,,,, 
1058739252,20220416,2017,,,,7,,10468.07,,11,,,, 
1068169738,20220416,2018,,,,7,,754.82,,35,,,, 
1068172024,20220416,2017,,,,11,,10468.07,,11,,,, 
1070647593,20220416,2021,,,,,,,,,,,, 
1058747674,20220416,2017,23570105,,36.63,10,,565.59,,40,,,, 
1058788995,20220416,2017,,,,11,,10468.07,,11,,,, 
1058754817,20220416,2020,,,,5,,,,,,,, 
1068685562,20220416,2019,,,,14,,13956.81,,25,,,, 
1060639348,20220416,2017,,,,11,,565.59,,12,,,, 
1059932437,20220416,2021,,,,,,,,,,,, 
1059990932,20220416,2018,,,,14,,11634.01,,16,,,, 
1058772630,20220416,2019,,,,14,,13956.81,,25,,,, 
1058742494,20220416,2019,,,,10,,796.34,,7,,,, 
1058768932,20220416,2020,,,,8,,,,,,,, 
1061082804,20220416,2019,,,,9,,13956.81,,52,,,, 
1070219973,20220416,2018,,,,1,,4791.89,,1,,,, 
1068675399,20220416,2018,,,,1,,4791.89,,1,,,, 
1059199505,20220416,2019,,,,10,,251.77,,64,,,, 
1059118894,20220416,2020,,,,,,,,,,,, 
1058787910,20220416,2021,,,,,,,,,,,, 
1058766986,20220416,2018,2007511,,,7,,754.82,,35,,,, 
1070679493,20220416,2020,,,,1,,,,,,,, 
1058757890,20220416,2017,,3485855.73,,10,,128764.94,,21,,0.4,,28
1070767539,20220416,2018,,,,14,,11634.01,,16,,,, 
1058783684,20220416,2019,,,,10,,796.34,,7,,,, 
1058737370,20220416,2020,,,,8,,,,,,,, 
1060853820,20220416,2019,,,,10,,796.34,,7,,,, 
1058781430,20220416,2019,,,,9,,13956.81,,52,,,, 
1068137522,20220416,2017,,,,15,,4887.58,,2,,,, 
1058751237,20220416,2019,,,,10,,796.34,,7,,,, 
1058768515,20220416,2019,,,,14,,13956.81,,25,,,, 
1068636509,20220416,2021,,,,,,,,,,,, 
1060848569,20220416,2020,,,,1,,,,,,,, 
1058751635,20220416,2019,,,,10,,796.34,,6,,,, 
1058779313,20220416,2021,,,,,,,,,,,, 
1071255207,20220416,2021,,,,,,,,,,,, 
1058774996,20220416,2018,,,,1,,4791.89,,1,,,, 
1059605278,20220416,2018,,,,15,,186.07,,387,,,, 
1068636630,20220416,2018,5053857,,,14,983386,11634.01,3.49,16,4,,245846.5, 
1061187015,20220416,2017,,,,5,,57.02,,9,,,, 
1068536439,20220416,2018,,,,7,,754.82,,35,,,, 
1068635626,20220416,2018,,,,14,,11634.01,,16,,,, 
1068172096,20220416,2018,,,,7,,754.82,,35,,,, 
1069889727,20220416,2020,,,,8,,,,,,,, 
1061241961,20220416,2017,,,,11,,10468.07,,11,,,, 
1068801571,20220416,2020,,,,5,,,,,,,, 
1058776295,20220416,2018,,,,17,,11634.01,,90,,,, 
1068180112,20220416,2021,,,,,,,,,,,, 
1058747000,20220416,2017,,,,7,,10468.07,,11,,,, 
1058752560,20220416,2018,,,,7,,754.82,,35,,,, 
1058767082,20220416,2019,,,,14,,13956.81,,25,,,, 
1058769381,20220416,2017,,,,11,,10468.07,,11,,,, 
1068169927,20220416,2020,,,,8,,,,,,,, 
1058734989,20220416,2021,,,,,,,,,,,, 
1059203777,20220416,2021,,,,,,,,,,,, 
1058744231,20220416,2021,,,,,,,,,,,, 
1064397815,20220416,2017,,,,11,,565.59,,12,,,, 
1071267926,20220416,2021,,,,,,,,,,,, 
1069069287,20220416,2019,,,,,,,,,,,, 
1058750878,20220416,2019,5916628,,,14,,13956.81,,25,,,, 
1058780106,20220416,2021,,,,,,,,,,,, 
1060258177,20220416,2020,,,,3,,,,,,,, 
1064550231,20220416,2021,,,,,,,,,,,, 
1068655281,20220416,2019,129739,,69.45,14,,13956.81,,25,,,, 
1068664169,20220416,2017,,,,11,,10468.07,,11,,,, 
1059186825,20220416,2017,,,,40,,144.84,,43,,,, 
1061273750,20220416,2017,,,,11,,565.59,,12,,,, 
1058791563,20220416,2021,,,,,,,,,,,, 
1071240005,20220416,2020,,,,1,,,,,,,, 
1058789349,20220416,2018,,,,7,,754.82,,35,,,, 
1058754234,20220416,2017,,,,22,,10468.07,,11,,,, 
1059962718,20220416,2021,,,,,,,,,,,, 
1058753481,20220416,2017,,,,7,,10468.07,,11,,,, 
1059092636,20220416,2021,,,,,,,,,,,, 
1070848484,20220416,2019,,,,14,,13956.81,,25,,,, 
1058778013,20220416,2021,,,,,,,,,,,, 
1058777692,20220416,2019,,,,10,,796.34,,7,,,, 
1058786736,20220416,2020,,,,3,,,,,,,, 
1058748009,20220416,2018,,,,14,,11634.01,,16,,,, 
1068154934,20220416,2018,,,,14,,11634.01,,16,,,, 
1060144827,20220416,2020,,,,8,,,,,,,, 
1058788597,20220416,2020,,,,8,,,,,,,, 
1058779313,20220416,2017,,,,11,,565.59,,12,,,, 
1059193933,20220416,2017,,,,6,,144.84,,43,,,, 
1059197716,20220416,2018,,,,7,,754.82,,35,,,, 
1058730950,20220416,2017,,,,11,,565.59,,12,,,, 
1070534034,20220416,2018,,,,1,,4791.89,,1,,,, 
1058783267,20220416,2020,8823852,,19.76,1,,,,,,,, 
1058736411,20220416,2017,,,,7,,10468.07,,11,,,, 
1068144135,20220416,2021,,,,,,,,,,,, 
1059103275,20220416,2019,,,,10,,796.34,,7,,,, 
1058774754,20220416,2020,,,,8,,,,,,,, 
1058791054,20220416,2018,431744,,26.94,7,,754.82,,35,,,, 
1058797062,20220416,2017,,,,11,,565.59,,12,,,, 
1060399234,20220416,2018,,,,14,,11634.01,,16,,,, 
1068800271,20220416,2019,,,,14,,13956.81,,25,,,, 
1059600986,20220416,2019,,,,10,,251.77,,64,,,, 
1059108057,20220416,2020,,,,8,,,,,,,, 
1058736935,20220416,2021,,,,,,,,,,,, 
1058798979,20220416,2018,,,,14,,11634.01,,16,,,, 
1059001154,20220416,2017,,,,5,,57.02,,9,,,, 
1070187611,20220416,2017,,,,15,,4887.58,,2,,,, 
1058757599,20220416,2017,,,,11,,565.59,,12,,,, 
1070831907,20220416,2021,,,,,,,,,,,, 
1058764538,20220416,2017,,,,11,,565.59,,12,,,, 
1058746942,20220416,2021,,,,,,,,,,,, 
1059155507,20220416,2020,,,,7,,,,,,,, 
1058746393,20220416,2021,,,,,,,,,,,, 
1058776150,20220416,2021,,,,,,,,,,,, 
1068690779,20220416,2021,,,,,,,,,,,, 
1058767985,20220416,2019,,,,45,,13956.81,,205,,,, 
1058776280,20220416,2020,,,,8,,,,,,,, 
1068671689,20220416,2018,,,,14,,11634.01,,16,,,, 
1058765522,20220416,2021,,,,,,,,,,,, 
1069615390,20220416,2020,,,,7,,,,,,,, 
1068651233,20220416,2017,,,,15,,4887.58,,2,,,, 
1071172626,20220416,2019,,,,4,,4496.63,,3,,,, 
1068670448,20220416,2020,1149848,,50.4,8,,,,,,,, 
1058756436,20220416,2017,,,,11,,10468.07,,11,,,, 
1059606239,20220416,2020,,,,7,,,,,,,, 
1058740045,20220416,2021,,,,,,,,,,,, 
1060826416,20220416,2021,,,,,,,,,,,, 
1058774661,20220416,2017,,,,11,,565.59,,12,,,, 
1058761244,20220416,2019,,,,10,,796.34,,6,,,, 
1058806909,20220416,2020,,,,2,,,,,,,, 
1070559199,20220416,2018,,,,1,,4791.89,,1,,,, 
1059195421,20220416,2020,,,,1,,,,,,,, 
1063846646,20220416,2019,,,,4,,4496.63,,3,,,, 
1058805176,20220416,2020,,,,5,,,,,,,, 
1059909182,20220416,2020,,,,8,,,,,,,, 
1058803770,20220416,2018,,,,10,,186.07,,92,,,, 
1059918959,20220416,2020,,,,1,,,,,,,, 
1059856903,20220416,2017,,,,7,,10468.07,,111,,,, 
1058733262,20220416,2018,,,,14,,11634.01,,16,,,, 
1068627295,20220416,2019,98572480,,19.16,10,,796.34,,7,,,, 
1070155254,20220416,2020,,,,,,,,,,,, 
1060961822,20220416,2021,,,,,,,,,,,, 
1061022811,20220416,2017,,,,11,,565.59,,12,,,, 
1058743514,20220416,2020,5260368,,114.83,5,,,,,,,, 
1058758813,20220416,2020,,,,3,,,,,,,, 
1058783331,20220416,2021,,,,,,,,,,,, 
1058776072,20220416,2019,,,,49,,251.77,,38,,,, 
1058796423,20220416,2021,,,,,,,,,,,, 
1068154934,20220416,2021,,,,,,,,,,,, 
1058739742,20220416,2020,,,,1,,,,,,,, 
1058791127,20220416,2017,53000,,165,11,,10468.07,,11,,,, 
1058773639,20220416,2018,,70848.07,,6,,595.71,,53,,0.0,,5
1058790545,20220416,2018,,,,10,,186.07,,92,,,, 
1058734830,20220416,2018,,3578498.43,,5,,139600.54,,9,,0.41,,26
1068703719,20220416,2020,,,,8,,,,,,,, 
1058749371,20220416,2017,,,,7,,10468.07,,11,,,, 
1068684563,20220416,2017,,,,11,,10468.07,,11,,,, 
1058743853,20220416,2017,,,,11,,10468.07,,11,,,, 
1058766929,20220416,2019,954408,,2.06,14,,13956.81,,25,,,, 
1059128960,20220416,2018,,,,15,,186.07,,387,,,, 
1061148759,20220416,2019,,,,10,,796.34,,7,,,, 
1058791068,20220416,2021,,,,,,,,,,,, 
1060969713,20220416,2017,,,,11,,565.59,,12,,,, 
1068207200,20220416,2021,,,,,,,,,,,, 
1068671689,20220416,2021,,,,,,,,,,,, 
1068683768,20220416,2018,6118000,,34.25,14,,11634.01,,16,,,, 
1062521005,20220416,2018,,,,,,,,,,,, 
1071075330,20220416,2017,,,,15,,4887.58,,2,,,, 
1070784407,20220416,2019,,,,,,,,,,,, 
1068702025,20220416,2020,,,,8,,,,,,,, 
1058747621,20220416,2018,,,,1,,4791.89,,1,,,, 
1059098339,20220416,2019,,,,11,,63.75,,0,,,, 
1069026497,20220416,2017,,,,,,,,,,,, 
1068713459,20220416,2018,,3578498.43,,5,,139600.54,,9,,0.41,,26
1058776451,20220416,2020,,,,2,,,,,,,, 
1068656956,20220416,2019,,,,14,,13956.81,,25,,,, 
1060255108,20220416,2021,,,,,,,,,,,, 
1058759068,20220416,2020,,,,3,,,,,,,, 
