사업자등록번호,데이터수집일자,조사년도,분석기업매출액,산업평균매출액,분석기업매출액증감률,산업평균매출액증감률,기업연구개발액,평균연구개발액,기업연구개발액증감률,평균연구개발액증감률,기업특허실용신안출원건수,평균특허실용신안출원건수,기업특허실용신안생산력금액,평균특허실용신안생산력금액
1052229788,20220317,2019,,,,10,,796.34,,7,,,, 
1058638988,20220317,2019,,,,14,,13956.81,,25,,,, 
1058211977,20220317,2021,,,,,,,,,,,, 
1058616999,20220317,2020,,,,5,,,,,,,, 
1058711797,20220317,2020,13020378,,7.57,8,,,,,,,, 
1058717020,20220317,2017,,,,11,,10468.07,,11,,,, 
1058271674,20220317,2017,,,,,,,,,,,, 
1058523023,20220317,2018,,,,17,,11634.01,,60,,,, 
1058618605,20220317,2018,,,,17,,11634.01,,60,,,, 
1058709743,20220317,2020,,,,14,,,,,,,, 
1058720205,20220317,2019,,,,10,,796.34,,7,,,, 
1058512754,20220317,2017,,,,7,,10468.07,,111,,,, 
1058632397,20220317,2020,1551187,,50.2,8,,,,,,,, 
1058221039,20220317,2017,,,,10,,57.02,,48,,,, 
1058708803,20220317,2017,,,,22,,10468.07,,11,,,, 
1058405557,20220317,2019,,,,,,,,,,,, 
1058719765,20220317,2021,,,,,,,,,,,, 
1058267317,20220317,2019,,,,,,,,,,,, 
1058405445,20220317,2020,,,,,,,,,,,, 
1052970743,20220317,2019,,,,10,,13956.81,,205,,,, 
1058686762,20220317,2017,,,,11,,10468.07,,11,,,, 
1058648322,20220317,2021,,,,,,,,,,,, 
1058275423,20220317,2020,,,,,,,,,,,, 
1058262985,20220317,2017,,,,10,,57.02,,48,,,, 
1058539807,20220317,2020,,,,3,,,,,,,, 
1058668750,20220317,2021,,,,,,,,,,,, 
1058718223,20220317,2020,17763269,,80.52,1,,,,,,,, 
1058728129,20220317,2020,,,,1,,,,,,,, 
1058103830,20220317,2021,,,,,,,,,,,, 
1058672026,20220317,2020,4199082,,25.36,8,,,,,,,, 
1058200254,20220317,2019,,,,,,,,,,,, 
1058268145,20220317,2017,,,,29,,10468.07,,11,,,, 
1052189611,20220317,2017,,,,10,,57.02,,48,,,, 
1058684497,20220317,2021,,,,,,,,,,,, 
1058117479,20220317,2021,,,,,,,,,,,, 
1058654616,20220317,2020,,,,2,,,,,,,, 
1058217122,20220317,2021,,,,,,,,,,,, 
1058219760,20220317,2020,,,,4,,,,,,,, 
1058533666,20220317,2017,,,,6,,144.84,,43,,,, 
1058208579,20220317,2021,,,,,,,,,,,, 
1058270184,20220317,2020,,,,,,,,,,,, 
1058657966,20220317,2018,,,,17,,11634.01,,90,,,, 
1058164900,20220317,2018,,,,7,,754.82,,123,,,, 
1058261822,20220317,2021,,,,,,,,,,,, 
1058702172,20220317,2018,,,,0,,11634.01,,19,,,, 
1058694904,20220317,2018,,,,1,,4791.89,,1,,,, 
1058632418,20220317,2020,2528198,,15.61,3,,,,,,,, 
1058260347,20220317,2019,,,,11,,63.75,,7,,,, 
1058528367,20220317,2018,,3578498.43,,5,,139600.54,,9,,0.41,,26
1058726965,20220317,2020,1125733,,19.71,2,,,,,,,, 
1058216685,20220317,2020,,,,8,,,,,,,, 
1058669249,20220317,2019,,,,10,,796.34,,7,,,, 
1058208356,20220317,2018,,,,7,168000,65.13,,17,,,, 
1058681205,20220317,2018,,,,17,,11634.01,,90,,,, 
1052132796,20220317,2018,,,,6,,65.13,,100,,,, 
1058532750,20220317,2017,3698692429,,4.99,11,,565.59,,12,,,, 
1058645500,20220317,2021,,,,,,,,,,,, 
1058716962,20220317,2021,,,,,,,,,,,, 
1058528805,20220317,2021,,,,,,,,,,,, 
1058222270,20220317,2021,,,,,,,,,,,, 
1058717656,20220317,2019,,,,9,,13956.81,,52,,,, 
1058260876,20220317,2021,,,,,,,,,,,, 
1058532032,20220317,2017,,,,22,,10468.07,,11,,,, 
1058662718,20220317,2019,,,,14,,13956.81,,25,,,, 
1058689018,20220317,2020,,,,2,,,,,,,, 
1052526628,20220317,2021,,,,,,,,,,,, 
1058208282,20220317,2021,,,,,,,,,,,, 
1058271602,20220317,2021,,,,,,,,,,,, 
1054800030,20220317,2020,,,,5,,,,,,,, 
1058668196,20220317,2017,,,,15,,4887.58,,2,,,, 
1058693787,20220317,2018,27212858,,2.67,17,,11634.01,,60,,,, 
1058644632,20220317,2018,,,,7,,754.82,,35,,,, 
1058710482,20220317,2018,,,,7,,754.82,,123,,,, 
1058707518,20220317,2018,,,,0,,11634.01,,19,,,, 
1058711744,20220317,2021,,,,,,,,,,,, 
1058709909,20220317,2017,,,,11,,565.59,,12,,,, 
1058686364,20220317,2018,,,,7,,754.82,,35,,,, 
1058219402,20220317,2018,,,,,,,,,,,, 
1058213301,20220317,2020,,,,,,,,,,,, 
1052224314,20220317,2019,,72468.79,,12,,666.05,,14,,,, 
1058219213,20220317,2018,,,,0,,11634.01,,19,,,, 
1058645188,20220317,2020,,,,1,,,,,,,, 
1058728911,20220317,2017,,,,15,,4887.58,,2,,,, 
1058652490,20220317,2020,,,,5,,,,,,,, 
1058629266,20220317,2021,,,,,,,,,,,, 
1058261216,20220317,2019,,,,,,,,,,,, 
1058659455,20220317,2019,,,,14,,13956.81,,25,,,, 
1058516857,20220317,2017,4466538,3485855.73,0.38,10,,128764.94,,21,,0.4,,28
1058679577,20220317,2021,,,,,,,,,,,, 
1058661529,20220317,2017,1834282,,0.76,11,,10468.07,,11,,,, 
1052242137,20220317,2018,,,,6,,65.13,,100,,,, 
1058220933,20220317,2021,,,,,,,,,,,, 
1058716088,20220317,2019,,3497979.06,,8,,141540.34,,4,,,, 
1052080078,20220317,2020,,,,3,,,,,,,, 
1058723347,20220317,2017,,,,11,,10468.07,,11,,,, 
1052693099,20220317,2018,,,,14,,11634.01,,16,,,, 
1052149832,20220317,2021,,,,,,,,,,,, 
1058261012,20220317,2021,,,,,,,,,,,, 
1058534307,20220317,2017,3698692429,,4.99,11,,565.59,,12,,,, 
1058219533,20220317,2020,,,,,,,,,,,, 
1058670071,20220317,2017,,,,11,,10468.07,,11,,,, 
1058657724,20220317,2020,,,,8,,,,,,,, 
1058525808,20220317,2018,,,,7,,65.13,,17,,,, 
1058728658,20220317,2018,,,,17,,11634.01,,90,,,, 
1052381762,20220317,2017,,,,15,,4887.58,,2,,,, 
1052383377,20220317,2019,,,,10,,13956.81,,205,,,, 
1058671575,20220317,2021,,,,,,,,,,,, 
1058716642,20220317,2021,,,,,,,,,,,, 
1058219232,20220317,2019,,,,,,,,,,,, 
1058540115,20220317,2018,,,,17,,11634.01,,60,,,, 
1058300026,20220317,2018,,,,6,,186.07,,30,,,, 
1054174912,20220317,2019,,,,10,,796.34,,7,,,, 
1058520161,20220317,2018,2039861,,,7,,754.82,,35,,,, 
1058690820,20220317,2017,,,,11,,10468.07,,11,,,, 
1058172109,20220317,2020,,,,5,,,,,,,, 
1058713854,20220317,2019,1556899,,7.92,4,,4496.63,,3,,,, 
1058218719,20220317,2019,,,,11,,63.75,,7,,,, 
1052185954,20220317,2020,,,,8,,,,,,,, 
1058532309,20220317,2018,,,,7,,754.82,,35,,,, 
1058268562,20220317,2019,,,,10,,796.34,,6,,,, 
1058540115,20220317,2019,,,,10,,13956.81,,205,,,, 
1058702658,20220317,2019,,,,10,,796.34,,7,,,, 
1058723667,20220317,2018,1904129,,69.29,0,,11634.01,,19,,,, 
1058653766,20220317,2017,,,,22,,10468.07,,11,,,, 
1054169438,20220317,2020,,,,8,,,,,,,, 
1058237395,20220317,2019,,,,10,,796.34,,7,,,, 
1058220476,20220317,2020,,,,,,,,,,,, 
1058681205,20220317,2019,,,,45,,13956.81,,205,,,, 
1058270525,20220317,2021,,,,,,,,,,,, 
1058261502,20220317,2018,,,,0,,11634.01,,19,,,, 
1058729910,20220317,2020,,,,3,,,,,,,, 
1058606958,20220317,2019,,,,10,,796.34,,6,,,, 
1058612746,20220317,2021,,,,,,,,,,,, 
1058523421,20220317,2017,,,,11,,565.59,,12,,,, 
1058686501,20220317,2018,,,,14,,11634.01,,16,,,, 
1058600876,20220317,2020,,,,2,,,,,,,, 
1058613013,20220317,2021,,,,,,,,,,,, 
1052229546,20220317,2020,,,,8,,,,,,,, 
1052131195,20220317,2020,,,,,,,,,,,, 
1058722348,20220317,2020,596566,,78.68,8,,,,,,,, 
1058273916,20220317,2018,,,,17,,11634.01,,60,,,, 
1058610355,20220317,2017,849414,,,22,,10468.07,,11,,,, 
1058666830,20220317,2021,,,,,,,,,,,, 
1058173850,20220317,2017,,,,10,,565.59,,40,,,, 
1058162974,20220317,2018,,,,7,,754.82,,123,,,, 
1058260954,20220317,2020,,,,3,,,,,,,, 
1058690704,20220317,2019,17927889,3497979.06,,8,505177,141540.34,45.1,4,6,,84196.17, 
1058158427,20220317,2020,,,,1,,,,,,,, 
1058619400,20220317,2021,,,,,,,,,,,, 
1058679785,20220317,2020,,,,1,,,,,,,, 
1058708889,20220317,2021,,,,,,,,,,,, 
1052195414,20220317,2017,,,,11,,565.59,,12,,,, 
1053998565,20220317,2020,,,,5,,,,,,,, 
1058707013,20220317,2021,,,,,,,,,,,, 
1058219800,20220317,2018,6522490,,53.53,10,,186.07,,92,,,, 
1058187825,20220317,2021,,,,,,,,,,,, 
1058205698,20220317,2018,,,,7,,65.13,,17,,,, 
1058262817,20220317,2019,,,,10,,13956.81,,205,,,, 
1058653956,20220317,2020,,,,1,,,,,,,, 
1058662299,20220317,2018,,,,0,,11634.01,,19,,,, 
1058219023,20220317,2019,,,,11,,63.75,,7,,,, 
1052140694,20220317,2021,,,,,,,,,,,, 
1058691760,20220317,2018,,,,17,,11634.01,,90,,,, 
1058726742,20220317,2018,,,,1,,4791.89,,1,,,, 
1058540167,20220317,2017,,,,,,,,,,,, 
1058274633,20220317,2019,,,,,,,,,,,, 
1058218102,20220317,2019,,,,11,,63.75,,7,,,, 
1058520161,20220317,2021,,,,,,,,,,,, 
1058533782,20220317,2018,,,,0,,11634.01,,16,,,, 
1058682577,20220317,2019,,,,10,,796.34,,7,,,, 
1058270485,20220317,2020,,,,8,,,,,,,, 
1058726873,20220317,2017,,,,7,,10468.07,,11,,,, 
1058703491,20220317,2021,,,,,,,,,,,, 
1058536964,20220317,2021,,,,,,,,,,,, 
1058219756,20220317,2018,,,,6,,65.13,,100,,,, 
1058718086,20220317,2018,5821040,3578498.43,78.52,5,,139600.54,,9,,0.41,,26
1058685235,20220317,2019,,,,14,,13956.81,,25,,,, 
1052084263,20220317,2020,,,,1,,,,,,,, 
1052232279,20220317,2021,,,,,,,,,,,, 
1058518739,20220317,2020,,,,14,,,,,,,, 
1058205854,20220317,2018,,,,7,,65.13,,17,,,, 
1058644141,20220317,2019,,,,45,,13956.81,,205,,,, 
1058004808,20220317,2019,,,,49,,251.77,,38,,,, 
1058220535,20220317,2020,,,,,,,,,,,, 
1058707196,20220317,2019,,,,14,,13956.81,,25,,,, 
1052086091,20220317,2018,,,,0,,11634.01,,19,,,, 
1052198880,20220317,2020,,,,,,,,,,,, 
1058211958,20220317,2017,,,,40,,144.84,,43,,,, 
1058531294,20220317,2021,,,,,,,,,,,, 
1058704317,20220317,2021,,,,,,,,,,,, 
1052146515,20220317,2020,,,,1,,,,,,,, 
1058714154,20220317,2018,389480,,23.33,17,,11634.01,,90,,,, 
1058314933,20220317,2020,,,,8,,,,,,,, 
1052092104,20220317,2021,,,,,,,,,,,, 
1058207774,20220317,2020,,,,7,,,,,,,, 
1058532221,20220317,2017,,70769.84,,7,,511.57,,9,,0.0,,6
1058637617,20220317,2020,,,,4,,,,,,,, 
1058657874,20220317,2019,,3497979.06,,8,,141540.34,,4,,,, 
1058521534,20220317,2019,,,,9,,13956.81,,52,,,, 
1052366247,20220317,2018,,,,,,,,,,,, 
1058694938,20220317,2021,,,,,,,,,,,, 
1058270656,20220317,2021,,,,,,,,,,,, 
1058211958,20220317,2019,,,,10,,251.77,,64,,,, 
1058703905,20220317,2018,,,,0,,11634.01,,19,,,, 
1058266657,20220317,2019,,,,,,,,,,,, 
1054365590,20220317,2020,,,,,,,,,,,, 
1058644952,20220317,2020,1551107,,1.09,8,,,,,,,, 
1058682577,20220317,2021,,,,,,,,,,,, 
1058218456,20220317,2018,,,,7,,65.13,,17,,,, 
1058675343,20220317,2019,,,,10,,796.34,,7,,,, 
1058188121,20220317,2017,,70769.84,,7,,511.57,,9,,0.0,,6
1058211074,20220317,2018,,,,0,,11634.01,,19,,,, 
1058525211,20220317,2021,,,,,,,,,,,, 
1058636559,20220317,2020,,,,3,,,,,,,, 
1058300332,20220317,2018,,,,6,,186.07,,30,,,, 
1058687913,20220317,2021,,,,,,,,,,,, 
1058722130,20220317,2019,,,,9,,13956.81,,52,,,, 
1052253406,20220317,2018,,,,7,,754.82,,35,,,, 
1058175523,20220317,2018,,,,17,,11634.01,,90,,,, 
1058612163,20220317,2017,,,,15,,4887.58,,2,,,, 
1058687378,20220317,2017,,,,11,,10468.07,,11,,,, 
1058685671,20220317,2019,,,,9,,13956.81,,52,,,, 
1058210717,20220317,2019,,,,14,,13956.81,,25,,,, 
1058264964,20220317,2018,,,,7,,65.13,,17,,,, 
1058267957,20220317,2018,,,,0,,11634.01,,19,,,, 
1058692788,20220317,2020,,,,8,,,,,,,, 
1058720374,20220317,2018,17745325,,5.27,14,,11634.01,,16,,,, 
1058644952,20220317,2018,2015560,,20.14,14,,11634.01,,16,,,, 
1058534137,20220317,2018,,,,17,,11634.01,,60,,,, 
1058535683,20220317,2021,,,,,,,,,,,, 
1058218801,20220317,2017,,,,10,346400,57.02,0.76,48,,,, 
1058602762,20220317,2021,,,,,,,,,,,, 
1058687441,20220317,2018,,,,14,,11634.01,,16,,,, 
1058644952,20220317,2021,,,,,,,,,,,, 
1058720471,20220317,2019,,,,9,,13956.81,,52,,,, 
1058268072,20220317,2021,,,,,,,,,,,, 
1058218247,20220317,2021,,,,,,,,,,,, 
1058611301,20220317,2018,,,,7,,754.82,,35,,,, 
1058217398,20220317,2019,,,,,,,,,,,, 
1052379188,20220317,2020,,,,8,,,,,,,, 
1058651322,20220317,2019,,,,14,,13956.81,,25,,,, 
1058713039,20220317,2020,,,,1,,,,,,,, 
1058664206,20220317,2021,,,,,,,,,,,, 
1058220796,20220317,2018,303981,,30.63,7,,65.13,,17,,,, 
1058639634,20220317,2020,,,,2,,,,,,,, 
1052179734,20220317,2021,,,,,,,,,,,, 
1058218330,20220317,2017,,,,29,,10468.07,,11,,,, 
1058270700,20220317,2017,,,,,,,,,,,, 
1058301025,20220317,2017,,,,6,,144.84,,43,,,, 
1058216462,20220317,2017,,,,,,,,,,,, 
1058528616,20220317,2017,48203692,3485855.73,5.5,10,,128764.94,,21,,0.4,,28
1058719799,20220317,2018,,,,7,,754.82,,35,,,, 
1058210677,20220317,2017,,,,5,,57.02,,9,,,, 
1058718577,20220317,2018,,,,7,,754.82,,123,,,, 
1058274254,20220317,2018,,,,,,,,,,,, 
1058714324,20220317,2018,,,,0,,11634.01,,16,,,, 
1058523834,20220317,2019,,,,4,,4496.63,,3,,,, 
1058207279,20220317,2020,,,,7,,,,,,,, 
1058405542,20220317,2020,,,,,,,,,,,, 
1058218285,20220317,2019,,,,10,,13956.81,,205,,,, 
1058641130,20220317,2021,,,,,,,,,,,, 
1058628554,20220317,2020,,,,5,,,,,,,, 
1058191654,20220317,2017,,3485855.73,,10,,128764.94,,21,,0.4,,28
1058671181,20220317,2018,,,,7,,754.82,,35,,,, 
1058717582,20220317,2020,2258050,,33.51,3,,,,,,,, 
1058661719,20220317,2017,,,,15,,4887.58,,2,,,, 
1052231116,20220317,2021,,,,,,,,,,,, 
1052560096,20220317,2021,,,,,,,,,,,, 
1058219945,20220317,2021,,,,,,,,,,,, 
1058640432,20220317,2018,,,,17,,11634.01,,90,,,, 
1058714173,20220317,2020,,,,1,,,,,,,, 
1052631486,20220317,2020,,,,4,,,,,,,, 
1058607597,20220317,2017,698639,3485855.73,6.7,10,,128764.94,,21,,0.4,,28
1058658586,20220317,2018,,,,0,,11634.01,,16,,,, 
1058603626,20220317,2020,4776302,,44.03,8,,,,,,,, 
1052188776,20220317,2020,,,,,,,,,,,, 
1058666766,20220317,2017,,3485855.73,,10,305334,128764.94,0.04,21,2,0.4,152667.0,28
1058638620,20220317,2017,,,,10,,565.59,,40,,,, 
1058211943,20220317,2019,,,,,,,,,,,, 
1058263757,20220317,2017,,,,29,,10468.07,,11,,,, 
1058300123,20220317,2019,,,,49,,251.77,,38,,,, 
1058727867,20220317,2018,,,,10,,186.07,,92,,,, 
1058216477,20220317,2017,,,,40,,144.84,,43,,,, 
1058209016,20220317,2017,,,,6,,144.84,,43,,,, 
1058608937,20220317,2021,,,,,,,,,,,, 
1058197584,20220317,2018,,,,7,,754.82,,123,,,, 
1058268072,20220317,2020,,,,4,,,,,,,, 
1058212132,20220317,2018,,,,7,,65.13,,17,,,, 
1058652447,20220317,2017,,,,10,,57.02,,48,,,, 
1058681388,20220317,2021,,,,,,,,,,,, 
1058712817,20220317,2021,,,,,,,,,,,, 
1058716318,20220317,2020,,,,8,,,,,,,, 
1058716583,20220317,2017,4151012,,93.58,7,,10468.07,,11,,,, 
1058213484,20220317,2019,,,,,,,,,,,, 
1058534817,20220317,2021,,,,,,,,,,,, 
1058705368,20220317,2019,,,,9,,13956.81,,52,,,, 
1058261031,20220317,2017,,,,,,,,,,,, 
1052177610,20220317,2018,,,,1,,4791.89,,1,,,, 
1058220423,20220317,2021,,,,,,,,,,,, 
1058720961,20220317,2019,,,,10,,796.34,,7,,,, 
1058266977,20220317,2020,,,,,,,,,,,, 
1058211088,20220317,2021,,,,,,,,,,,, 
1058609955,20220317,2019,4034393,3497979.06,26.69,8,,141540.34,,4,,,, 
1058215954,20220317,2019,,,,11,,63.75,,7,,,, 
1058606002,20220317,2019,,,,14,,13956.81,,25,,,, 
1058711458,20220317,2020,,,,1,,,,,,,, 
1058690290,20220317,2019,,,,45,,13956.81,,205,,,, 
1058674631,20220317,2017,,,,15,,4887.58,,2,,,, 
1058221698,20220317,2021,,,,,,,,,,,, 
1058565082,20220317,2021,,,,,,,,,,,, 
1058704409,20220317,2017,,,,7,,10468.07,,11,,,, 
1058644175,20220317,2020,,,,1,,,,,,,, 
1052176227,20220317,2020,,,,4,,,,,,,, 
1058657312,20220317,2021,,,,,,,,,,,, 
1052080082,20220317,2019,,,,10,,796.34,,7,,,, 
1058613027,20220317,2018,,,,7,,754.82,,35,,,, 
1058138931,20220317,2020,,,,8,,,,,,,, 
1058611484,20220317,2019,,,,9,,13956.81,,52,,,, 
1058212864,20220317,2018,,,,0,,11634.01,,19,,,, 
1058642880,20220317,2018,47073794,,30.67,7,,754.82,,35,,,, 
1058215371,20220317,2018,,,,,,,,,,,, 
1058271242,20220317,2017,,,,,,,,,,,, 
1058710798,20220317,2018,,,,1,,4791.89,,1,,,, 
1058261098,20220317,2017,,,,29,,10468.07,,11,,,, 
1054368302,20220317,2021,,,,,,,,,,,, 
1058300157,20220317,2018,,,,10,,186.07,,92,,,, 
1058272974,20220317,2017,,,,10,,57.02,,48,,,, 
1058274763,20220317,2018,,,,7,,65.13,,17,,,, 
1052227951,20220317,2019,,,,10,,796.34,,7,,,, 
1058661835,20220317,2020,,,,5,,,,,,,, 
1058632553,20220317,2017,,,,10,,565.59,,40,,,, 
1053461229,20220317,2021,,,,,,,,,,,, 
1058540003,20220317,2020,,,,8,,,,,,,, 
1052144609,20220317,2019,,,,10,,13956.81,,205,,,, 
1058536682,20220317,2018,,,,14,,11634.01,,16,,,, 
1058623603,20220317,2020,,,,1,,,,,,,, 
1052224046,20220317,2020,,,,5,,,,,,,, 
1058261180,20220317,2019,,,,11,,63.75,,7,,,, 
1058219907,20220317,2021,,,,,,,,,,,, 
1058690951,20220317,2021,,,,,396000,,1.31,,,,, 
1058208579,20220317,2018,,,,7,,65.13,,17,,,, 
1058608577,20220317,2017,191303077,,6.93,11,,565.59,,12,,,, 
1058629738,20220317,2017,,,,7,,10468.07,,11,,,, 
1058668352,20220317,2018,,,,7,,754.82,,123,,,, 
1058668352,20220317,2021,,,,,,,,,,,, 
1058657869,20220317,2021,,,,,,,,,,,, 
1058636020,20220317,2019,,,,45,,13956.81,,205,,,, 
1058659339,20220317,2021,,,,,,,,,,,, 
1058208545,20220317,2018,,,,10,,186.07,,92,,,, 
1058648808,20220317,2018,,,,17,,11634.01,,90,,,, 
1058660836,20220317,2021,,,,,,,,,,,, 
1058663681,20220317,2018,,,,14,,11634.01,,16,,,, 
1058203711,20220317,2018,,,,7,,65.13,,17,,,, 
1058714080,20220317,2020,,,,5,,,,,,,, 
1058688800,20220317,2018,,,,7,,754.82,,123,,,, 
1054964854,20220317,2017,,,,,,,,,,,, 
1058221174,20220317,2019,,,,11,,63.75,,7,,,, 
1058300540,20220317,2017,54230,,28.45,6,,144.84,,43,,,, 
1058404621,20220317,2017,,,,22,,10468.07,,11,,,, 
1058640373,20220317,2020,,,,3,,,,,,,, 
1058644632,20220317,2017,,,,11,,565.59,,12,,,, 
1058680394,20220317,2020,,,,1,,,,,,,, 
1058217059,20220317,2020,,,,4,,,,,,,, 
1058700136,20220317,2020,8192330,,27.11,1,,,,,,,, 
1058642575,20220317,2019,1800852,,23.33,9,,13956.81,,52,,,, 
1058213107,20220317,2020,,,,14,,,,,,,, 
1058662095,20220317,2018,4003834,3578498.43,546.04,5,,139600.54,,9,,0.41,,26
1058145524,20220317,2019,39613530,,17.35,14,,13956.81,,25,,,, 
1058511129,20220317,2020,,,,1,,,,,,,, 
1058221607,20220317,2020,,,,4,,,,,,,, 
1058221039,20220317,2019,,,,11,,63.75,,7,,,, 
1052436395,20220317,2018,,,,1,,4791.89,,1,,,, 
1058500219,20220317,2017,,,,,,,,,,,, 
1058647944,20220317,2019,,,,45,,13956.81,,205,,,, 
1058640747,20220317,2018,,,,17,,11634.01,,90,,,, 
1058670561,20220317,2021,,,,,,,,,,,, 
1058609407,20220317,2017,,3485855.73,,10,,128764.94,,21,,0.4,,28
1058675324,20220317,2020,,,,7,,,,,,,, 
1058712817,20220317,2020,,,,8,,,,,,,, 
1058314990,20220317,2020,,,,8,,,,,,,, 
1058260390,20220317,2020,,,,4,,,,,,,, 
1058217082,20220317,2018,,,,0,,11634.01,,19,,,, 
1058654839,20220317,2021,,,,,,,,,,,, 
1058710707,20220317,2017,10087342,,9.8,7,,10468.07,,11,,,, 
1058677206,20220317,2018,,,,14,,11634.01,,16,,,, 
1058218795,20220317,2021,,,,,,,,,,,, 
1058314985,20220317,2018,,,,14,,11634.01,,16,,,, 
1058119462,20220317,2017,,,,11,,565.59,,12,,,, 
1058728546,20220317,2021,,,,,,,,,,,, 
1052241138,20220317,2019,,,,11,,63.75,,7,,,, 
1058189901,20220317,2018,12298712,,2.38,7,,754.82,,123,,,, 
1058617182,20220317,2017,,,,7,,10468.07,,11,,,, 
1058523038,20220317,2019,,,,10,,13956.81,,205,,,, 
1058649786,20220317,2017,17646117,,25.05,11,,565.59,,12,,,, 
1058151176,20220317,2021,,,,,,,,,,,, 
1058676639,20220317,2021,,,,,,,,,,,, 
1058610409,20220317,2021,,,,,,,,,,,, 
1058727208,20220317,2021,,,,,,,,,,,, 
1058682903,20220317,2020,,,,8,,,,,,,, 
1058723764,20220317,2017,,3485855.73,,10,,128764.94,,21,,0.4,,28
1058220419,20220317,2019,,,,10,,13956.81,,205,,,, 
1058653183,20220317,2020,14296753,,5.56,3,,,,,,,, 
1058213126,20220317,2018,,,,,,,,,,,, 
1058640126,20220317,2018,,,,1,,4791.89,,1,,,, 
1058260051,20220317,2020,,,,4,,,,,,,, 
1058655240,20220317,2020,8414694,,24.28,1,,,,,,,, 
1058162654,20220317,2019,640136,,84,45,,13956.81,,205,,,, 
1058314952,20220317,2019,,,,14,,13956.81,,25,,,, 
1058726927,20220317,2018,,,,7,,754.82,,35,,,, 
1058531765,20220317,2021,,,,,,,,,,,, 
1058687795,20220317,2018,367077,,4.82,1,,4791.89,,1,,,, 
1058686781,20220317,2018,5901096,,,17,,11634.01,,90,,,, 
1058300292,20220317,2020,,,,7,,,,,,,, 
1058194724,20220317,2020,,,,1,,,,,,,, 
1058215124,20220317,2019,,,,11,,63.75,,7,,,, 
1058218140,20220317,2017,,,,,,,,,,,, 
1058215589,20220317,2019,,,,9,,13956.81,,52,,,, 
1058617343,20220317,2020,,,,5,,,,,,,, 
1058715298,20220317,2021,,,,,,,,,,,, 
1058175464,20220317,2020,,,,1,,,,,,,, 
1058654372,20220317,2019,,,,10,,13956.81,,205,,,, 
1058208598,20220317,2019,,,,11,,63.75,,7,,,, 
1058716851,20220317,2018,,,,14,,11634.01,,16,,,, 
1052178846,20220317,2017,,,,7,,10468.07,,11,,,, 
1058615006,20220317,2018,,3578498.43,,5,,139600.54,,9,,0.41,,26
1058612727,20220317,2020,,,,5,,,,,,,, 
1058717831,20220317,2018,,,,7,,754.82,,35,,,, 
1058209087,20220317,2019,,,,49,,251.77,,38,,,, 
1058653956,20220317,2018,6539038,,14.71,7,,754.82,,35,,,, 
1058521350,20220317,2019,,,,45,,13956.81,,205,,,, 
1058208526,20220317,2018,,,,7,,65.13,,17,,,, 
1058127851,20220317,2017,,3485855.73,,10,,128764.94,,21,,0.4,,28
1058261157,20220317,2018,,,,,,,,,,,, 
1058221650,20220317,2018,,,,7,,65.13,,17,,,, 
1058716531,20220317,2017,,,,29,,10468.07,,11,,,, 
1058270656,20220317,2020,,,,7,,,,,,,, 
1058300157,20220317,2019,,,,49,,251.77,,38,,,, 
1058627725,20220317,2020,,,,14,,,,,,,, 
1058683294,20220317,2017,,,,11,,565.59,,12,,,, 
1058630477,20220317,2019,,,,4,,4496.63,,3,,,, 
1058716244,20220317,2017,,,,11,,565.59,,12,,,, 
1052237726,20220317,2018,,,,17,,11634.01,,60,,,, 
1058632835,20220317,2020,,,,3,,,,,,,, 
1058713801,20220317,2020,,,,14,,,,,,,, 
1058208507,20220317,2021,,,,,,,,,,,, 
1058184717,20220317,2021,,,,,,,,,,,, 
1058267748,20220317,2020,,,,8,,,,,,,, 
1052569364,20220317,2018,,,,,,,,,,,, 
1058540115,20220317,2021,,,,,,,,,,,, 
1058213301,20220317,2021,,,,,,,,,,,, 
1058609810,20220317,2021,,,,,,,,,,,, 
1058647250,20220317,2021,,,,,,,,,,,, 
1058635598,20220317,2020,,,,3,,,,,,,, 
1058607898,20220317,2020,,,,3,,,,,,,, 
1058701983,20220317,2017,,,,11,,565.59,,12,,,, 
1058533652,20220317,2020,,,,1,,,,,,,, 
1058269654,20220317,2018,,,,,,,,,,,, 
1058264440,20220317,2020,,,,8,,,,,,,, 
1058668444,20220317,2017,,,,7,,10468.07,,11,,,, 
1058726927,20220317,2020,,,,1,,,,,,,, 
1058729910,20220317,2017,,,,10,,565.59,,40,,,, 
1058648642,20220317,2019,,,,10,,796.34,,7,,,, 
1058227349,20220317,2018,,,,17,,11634.01,,60,,,, 
1058220699,20220317,2017,,,,10,,57.02,,48,,,, 
1058648623,20220317,2018,,,,7,,754.82,,123,,,, 
1052134116,20220317,2019,,,,4,,4496.63,,3,,,, 
1058268562,20220317,2020,,,,3,,,,,,,, 
1058613935,20220317,2018,,,,14,,11634.01,,16,,,, 
1058713500,20220317,2018,,,,0,,11634.01,,19,,,, 
1058715662,20220317,2017,659337,,33.6,7,,10468.07,,11,,,, 
1058713306,20220317,2019,,,,10,,796.34,,6,,,, 
1058646800,20220317,2018,45255892,,40.96,7,,754.82,,123,,,, 
1058667218,20220317,2019,,,,9,,13956.81,,52,,,, 
1058221849,20220317,2020,,,,7,,,,,,,, 
1058721320,20220317,2020,,,,8,,,,,,,, 
1058188993,20220317,2020,,,,8,,,,,,,, 
