사업자등록번호,산업분류코드,평균근속기간,고용전망점수
4488104218,46522.0,5.65,
5088809392,47919.0,5.65,
6415500889,47910.0,,
1212202057,26400.0,6.65,
1420701040,42320.0,,
8850607400,47312.0,,
7052100784,42321.0,5.65,
8498603175,47919.0,5.7,
8326206771,10402.0,6.65,
4828803203,22249.0,6.65,
5541500277,46520.0,,
7108703511,26410.0,6.7,
5288705001,46522.0,5.65,
3013900355,47312.0,,
6211907679,46520.0,,
8208100627,46000.0,5.65,
7278606608,46522.0,5.65,
4348803347,26410.0,,
6678502116,26400.0,,
6108609096,42311.0,5.65,
6198609097,46522.0,5.65,
3668701220,47912.0,5.7,
5678700249,46522.0,,
5838606423,47919.0,5.65,
8178603385,42321.0,,
7278108001,47919.0,5.65,
2568103592,26410.0,6.7,
3508806519,42321.0,5.65,
1958602943,46522.0,5.65,
6218701114,26429.0,6.7,
4058607663,26410.0,6.65,
2568105311,46522.0,5.65,
1058705249,47912.0,5.65,
1061300234,47312.0,,
1380508450,46522.0,,
3012304637,47310.0,,
5218707519,42321.0,5.65,
5958705146,47919.0,,
6198803850,46522.0,5.65,
3908706986,42321.0,5.65,
8208803122,46522.0,5.65,
3948603480,47919.0,5.65,
3671006290,47312.0,,
2448104572,46000.0,5.7,
4748102284,42321.0,6.050000000000001,
8568702714,47919.0,5.65,
1102407288,42321.0,,
1141600293,46520.0,,
1191208618,47312.0,5.65,
1212405477,47910.0,,
8420202298,47910.0,5.65,
5948803084,26410.0,6.7,
4113807796,46000.0,,
2328800271,58200.0,6.15,
3886100136,47910.0,,
8468601196,26410.0,6.65,
4358101462,26410.0,6.65,
8018603262,26410.0,6.65,
4438606294,46522.0,5.7,
5258101607,26429.0,6.65,
3108805485,26429.0,6.65,
8128108586,26429.0,6.7,
2718105653,26429.0,6.65,
1548703545,26000.0,6.65,
4888704514,26410.0,6.65,
8688104941,46522.0,5.65,
4038103281,46595.0,5.65,
2538603982,47912.0,5.7,
3368803497,46522.0,5.65,
3418101817,42321.0,5.65,
7158106892,46522.0,5.65,
5038709549,46522.0,5.7,
5384107388,47910.0,,
6022508119,46000.0,,
8071600032,0.0,,
1548705174,42322.0,5.7,
6758608889,47919.0,5.65,
7578604646,47919.0,5.65,
8965300123,42321.0,,
3238608358,42321.0,,
8611802014,41000.0,,
3458707997,63999.0,6.1,
3088708575,46522.0,5.65,
6173706425,46522.0,,
1245303118,95120.0,5.5,
4278806072,42321.0,5.65,
4798607165,42321.0,5.65,
3052300416,46522.0,,
7438108996,42321.0,5.65,
1498706673,46522.0,5.65,
8498103420,26410.0,6.65,
5868601510,42321.0,5.65,
1101903617,42321.0,,
1343201663,47312.0,,
2068502637,28900.0,7.6,
2718602640,26521.0,6.65,
2608602549,47919.0,5.65,
4990504730,47910.0,,
4428800028,46522.0,5.65,
5208701252,42321.0,5.65,
8958703002,26429.0,6.65,
5188109310,68129.0,5.199999999999999,
8578100517,26410.0,6.7,
6948701384,26410.0,6.65,
1758801028,58222.0,6.1,
8137408711,47312.0,,
1478103234,47919.0,5.65,
3353300216,47312.0,,
4670805139,41000.0,,
5043100977,47312.0,,
4158801609,46522.0,5.65,
7848609534,28119.0,6.65,
8178707820,42321.0,5.65,
5618709424,47919.0,,
6640407813,26400.0,,
7418808373,42321.0,5.65,
5858701747,47919.0,5.65,
5378709472,26410.0,,
6668601980,46522.0,5.65,
2518603719,47919.0,6.050000000000001,
1408805480,26410.0,7.6,
6138107437,46522.0,5.7,
8348806846,46522.0,5.7,
8138100753,27212.0,7.050000000000001,
4118804317,46522.0,5.65,
1060808190,47310.0,,
1290308350,26400.0,,
2042207341,42321.0,5.65,
2271204210,47910.0,,
2578802814,42320.0,6.050000000000001,
1838105933,26429.0,6.65,
6298701383,42321.0,5.65,
3532409302,42320.0,,
1083101338,47912.0,,
4638109307,26410.0,6.65,
5038608464,26410.0,6.7,
7721801075,47910.0,,
4558103173,62021.0,6.1,
2958109490,42321.0,5.65,
2748806402,46522.0,5.65,
4018702847,26429.0,6.65,
4568801606,42321.0,5.65,
8108604531,26410.0,6.65,
8128605559,46522.0,5.65,
1132406502,47312.0,,
1132402990,46522.0,5.65,
2613809224,47312.0,,
5142506684,47312.0,,
4031505091,47312.0,,
8198807887,46522.0,5.65,
2848106197,46522.0,5.7,
1448100700,26420.0,6.7,
4178107580,47312.0,5.7,
8938102715,46522.0,,
2628600772,47919.0,5.7,
6788105738,46522.0,5.65,
1212504368,26000.0,6.65,
1828706174,42321.0,5.65,
5968603661,26410.0,6.7,
5518703024,26410.0,6.65,
5940900141,0.0,,
4258803890,47919.0,5.65,
8908805925,42321.0,5.7,
7340807456,47910.0,,
8728709103,26410.0,,
1245300668,41000.0,,
8962207587,46520.0,,
8098103938,26410.0,6.65,
7568708892,46522.0,5.65,
6808708704,46522.0,5.65,
1060805773,26400.0,,
1353003290,26400.0,,
2208808591,47910.0,5.65,
8168101499,46522.0,5.7,
5726503585,42320.0,,
4884508800,47310.0,,
6063805894,42321.0,,
6913303121,26410.0,6.65,
1245100186,42320.0,5.65,
4518804473,70121.0,6.25,
8793603457,42321.0,,
6644504757,42321.0,,
3308809300,46522.0,,
7088107026,46522.0,5.65,
1233505767,24321.0,6.65,
5408704707,47919.0,5.7,
3518801778,42321.0,5.65,
2438604681,46522.0,5.65,
2668605126,26410.0,,
2588603130,47312.0,5.7,
4723804039,47310.0,,
4208704018,47912.0,5.7,
4888801043,47910.0,6.6,
6658701145,42300.0,5.65,
2458602652,26410.0,6.65,
2388604932,47312.0,5.7,
6528604611,26429.0,6.65,
1198603535,46522.0,5.65,
1218601899,28121.0,6.7,
8118803063,46522.0,5.65,
1014007449,46522.0,,
7298607979,95120.0,5.5,
8168801836,46522.0,5.7,
1340400237,47310.0,,
6928503333,46522.0,5.7,
2478603042,47911.0,,
8138100244,10730.0,6.7,
8148709425,46522.0,5.65,
2218709570,42321.0,5.65,
8371204809,29100.0,,
5888705606,42322.0,5.7,
1148804626,46522.0,5.65,
6578809802,46329.0,,
6468108069,47919.0,5.65,
2302808785,29190.0,6.65,
4128605179,42321.0,6.050000000000001,
1040408292,47310.0,,
8174309718,47310.0,,
4848607487,26410.0,6.65,
4688605061,47919.0,5.65,
2902004253,47910.0,,
6998100589,47911.0,5.7,
8508702729,46000.0,5.65,
4708102051,46522.0,5.65,
4558602017,46522.0,5.65,
4208701503,42321.0,5.65,
5878102981,47911.0,5.65,
7958808893,47919.0,5.65,
2908104436,63999.0,6.1,
2358607514,47919.0,5.65,
7968605763,42321.0,5.65,
2091605705,47312.0,,
2978604037,46522.0,5.65,
3918603171,47919.0,5.65,
2235404605,26400.0,,
5648803091,26420.0,6.7,
6648604170,42320.0,5.65,
1138605943,46522.0,5.7,
3142007300,26410.0,6.65,
4028102556,58221.0,6.1,
6211302370,25000.0,6.65,
1222408978,47312.0,5.65,
2068602904,47911.0,5.7,
6052409944,47312.0,5.65,
1018600723,61000.0,7.05,
6168105027,47312.0,5.7,
2018609076,68129.0,5.25,
2048602579,42320.0,5.65,
1138601595,58221.0,6.1,
3130205294,95120.0,5.5,
4091905131,47312.0,5.65,
5010203999,91000.0,5.6,
1078703638,26410.0,6.7,
2048600629,26410.0,6.65,
3018602833,27219.0,6.65,
1061006834,47312.0,,
1320904827,47312.0,5.65,
3101103956,47312.0,,
2152102396,47312.0,,
1101808431,47312.0,,
6078108155,42321.0,5.65,
6128109917,42321.0,5.7,
1238601935,26410.0,7.050000000000001,
1101508477,26410.0,,
3028100984,42322.0,5.65,
1273008935,46522.0,,
2118506453,47312.0,,
2018606922,46522.0,5.65,
4168101818,42322.0,5.65,
1228604954,26429.0,7.050000000000001,
1448103470,47919.0,5.65,
1248707683,26410.0,8.2,
4170402589,47312.0,5.65,
1060703481,47312.0,5.65,
1191904195,47312.0,,
2151707102,47312.0,,
1318508004,47312.0,,
1262203153,47312.0,5.65,
1381005649,47312.0,5.65,
2648102045,42311.0,5.65,
1378602741,26000.0,6.65,
1312804901,47910.0,5.65,
1242100002,47312.0,,
5031802327,47312.0,5.65,
3053004760,46522.0,,
6052508486,47312.0,,
1262800694,47910.0,5.65,
3123102159,46510.0,5.65,
2308101454,58221.0,6.15,
1228600618,26410.0,6.7,
1348707124,26410.0,6.65,
3058606880,26410.0,6.65,
1428103912,26429.0,8.2,
1288703400,42321.0,5.65,
6178601498,42321.0,5.65,
1138606430,46522.0,5.65,
1308705360,26429.0,6.65,
2248109906,46522.0,5.65,
2122500571,47312.0,5.65,
1132208845,46522.0,5.65,
1018703275,42321.0,5.65,
4108703478,46522.0,5.65,
2090807697,47312.0,,
1212202689,47312.0,,
4178601345,26000.0,6.65,
2388101442,26410.0,6.65,
8454803700,47312.0,,
8918808999,46522.0,,
2488701887,26410.0,6.65,
1678702790,26429.0,6.65,
1058705338,46522.0,5.65,
1244201375,47911.0,,
1200207414,46522.0,5.65,
1132008505,46522.0,5.65,
1211903793,46522.0,5.65,
1308609622,29294.0,6.7,
1218602427,42321.0,5.65,
1378508005,47312.0,,
4518602174,66192.0,8.6,
2068703464,63999.0,6.15,
1058801235,47919.0,6.050000000000001,
1088102070,42322.0,5.7,
1191808046,46522.0,5.65,
1198609034,46522.0,5.7,
5038101871,42320.0,5.65,
6168602055,42321.0,5.65,
6158101833,42321.0,5.65,
1318601943,26429.0,6.7,
1245100311,47312.0,,
4188104595,26400.0,6.7,
4081800122,47312.0,,
6168601531,47919.0,6.050000000000001,
1588807185,47919.0,5.65,
6071906592,46522.0,5.65,
1228603352,42320.0,5.65,
1248602095,26299.0,6.65,
2118807377,46109.0,8.45,
6038108399,46522.0,6.050000000000001,
1268608762,26410.0,7.050000000000001,
2128602838,46522.0,5.65,
1078704507,46491.0,5.7,
4098608152,42322.0,5.65,
1212305223,95120.0,5.5,
1238604672,26410.0,6.7,
8688802803,47312.0,5.65,
1358600729,72129.0,6.300000000000001,
5048504267,46510.0,,
1238600929,42321.0,5.7,
1058701726,47310.0,5.7,
6058600065,42321.0,5.7,
1078703995,46522.0,5.7,
1208701492,47919.0,5.65,
2128503208,47312.0,5.7,
1212000071,47312.0,,
2328102128,42321.0,5.65,
1388609051,26410.0,6.65,
1578100438,26410.0,6.65,
2068607238,47919.0,5.7,
6061408260,42320.0,5.65,
1088103136,46000.0,5.65,
1138607943,26529.0,6.65,
6168100593,42322.0,5.7,
6208104918,42321.0,5.65,
1348700453,26290.0,6.7,
2091207699,47312.0,5.65,
1352900570,47312.0,5.65,
1358607358,46522.0,,
1138606920,26410.0,,
3178103771,42322.0,5.65,
8558702557,46522.0,5.65,
3038107621,26400.0,6.7,
2068608160,26410.0,6.65,
1211709810,47312.0,,
1198409148,46522.0,5.7,
1268600088,46522.0,5.65,
2208805784,46520.0,5.65,
1198601941,47591.0,5.65,
1448107355,26410.0,6.7,
1068604748,46596.0,5.65,
2048601316,42320.0,5.7,
1271507159,47910.0,5.65,
1274000005,47312.0,,
1138601683,29199.0,6.65,
4098600677,26410.0,6.7,
4098605363,42321.0,5.65,
6078607390,46522.0,,
1351205361,47312.0,5.7,
8208103518,46522.0,5.65,
6101408264,58200.0,6.1,
4092409970,47312.0,5.65,
1138604749,42300.0,5.65,
1318608029,46522.0,5.65,
6978601228,46522.0,5.65,
6938100979,66199.0,9.55,
1408109297,26410.0,6.65,
1198604721,62090.0,6.15,
5110308691,47312.0,,
1240400001,47312.0,5.65,
2118506332,47312.0,,
1228600343,26421.0,6.65,
2708803244,10791.0,6.65,
1298602303,26429.0,6.7,
6168504269,58200.0,,
6168101845,42322.0,5.65,
6020202374,47312.0,,
1298606004,26000.0,6.65,
4108608256,42321.0,5.65,
1248700090,61210.0,,
1198601062,26410.0,6.65,
5040902114,26410.0,6.65,
1078703125,58200.0,6.15,
1088607994,46522.0,5.65,
1308602811,46400.0,5.65,
4098508786,47310.0,,
1081302684,46520.0,,
1198607157,46522.0,5.65,
5028601267,42322.0,5.65,
1101603716,46522.0,5.65,
1308604251,46522.0,6.050000000000001,
3128601755,46522.0,5.65,
1408104013,46522.0,5.65,
1223107764,47312.0,5.65,
4108605802,46522.0,5.65,
5088109688,42321.0,6.050000000000001,
6138100831,42321.0,5.65,
6208101853,46522.0,5.65,
1388102969,26410.0,7.050000000000001,
4098600626,26299.0,6.7,
6178608717,46522.0,5.65,
1198602403,75919.0,6.3,
1238607158,26410.0,6.65,
1318609762,26299.0,6.7,
2178109332,46522.0,5.7,
5060508258,42321.0,5.65,
2128506454,46522.0,,
4168103033,18129.0,6.65,
5048602705,42321.0,6.050000000000001,
1288609855,47911.0,5.65,
1318602941,26410.0,6.7,
2158709992,46522.0,5.65,
2048602636,61210.0,6.15,
1228603029,26410.0,6.7,
7898707817,46452.0,5.7,
2208803691,46453.0,5.7,
1408103126,42321.0,5.7,
6168606606,42321.0,5.65,
1230305780,29199.0,6.65,
2200604094,63100.0,,
5028604496,42321.0,5.7,
1448100643,26410.0,6.65,
5110801716,47312.0,,
4120106766,47312.0,,
1148700245,46522.0,5.65,
2798108988,47919.0,5.65,
6278603960,47919.0,5.65,
1238603388,26299.0,6.65,
5068108362,42321.0,5.65,
5068101318,42320.0,5.65,
2208701395,61210.0,6.15,
1198606196,46522.0,5.65,
6178504270,58200.0,,
1358608030,46522.0,5.7,
1051501752,46521.0,5.65,
6128108751,42321.0,5.65,
1238600907,42321.0,5.65,
4078105950,26400.0,6.65,
5031802081,13221.0,6.65,
5148102053,42321.0,5.7,
1228601313,26410.0,6.65,
2068606205,47919.0,5.7,
5028608153,46522.0,5.65,
1348602003,46522.0,6.050000000000001,
6178100336,26420.0,6.7,
1078703037,42321.0,5.65,
6178601628,47911.0,5.65,
1348703766,26410.0,6.7,
1198602440,46522.0,5.7,
1293308983,47312.0,5.65,
1080402592,47312.0,,
1212000004,47312.0,,
1198605820,47911.0,5.65,
1218606432,46522.0,5.65,
1388109989,26410.0,6.7,
1138603618,58222.0,6.1,
1088107757,26410.0,6.65,
1238600281,46522.0,5.7,
3140208911,46452.0,,
5138503847,26400.0,,
1142101119,47911.0,,
1262200790,47312.0,,
1318508231,47312.0,,
1308601743,46522.0,5.7,
6028101326,46522.0,5.65,
1238503283,61000.0,6.5,
1308509014,26410.0,,
1138600701,46522.0,5.65,
1248500404,26410.0,7.050000000000001,
3128505127,58200.0,,
1098603530,42322.0,5.65,
1228605874,46522.0,5.7,
1268607431,47910.0,5.65,
1198606961,47919.0,5.65,
1228608294,46522.0,5.7,
1060500456,26420.0,6.65,
6052506767,47312.0,,
2068601162,46522.0,5.7,
1078808634,46522.0,,
1380308043,47312.0,5.65,
1233408979,47312.0,,
4328801722,58221.0,6.5,
3948700240,26421.0,6.65,
1101806956,46522.0,5.65,
2211300863,47312.0,5.65,
1238603539,26410.0,6.65,
2058107070,42321.0,5.65,
4378803251,46522.0,5.7,
3148600232,26200.0,6.65,
1058709033,26422.0,6.7,
6218104271,42321.0,5.65,
2208801598,46522.0,5.7,
2068601070,42320.0,5.65,
1318603803,26299.0,7.050000000000001,
1108607711,26410.0,6.65,
2091209461,47910.0,5.65,
1171400003,47312.0,5.65,
6218606305,42320.0,5.7,
2208701787,47993.0,6.050000000000001,
3148504410,60221.0,,
1101607941,47312.0,,
1408105116,22232.0,6.65,
1283206637,42322.0,,
1280700069,47911.0,,
2108103155,47911.0,5.65,
2648105600,42321.0,5.65,
1108606010,47919.0,5.7,
6058609173,46522.0,6.050000000000001,
5148100647,47919.0,5.65,
1062907938,47312.0,,
1048104323,71531.0,6.300000000000001,
1048105465,60221.0,7.05,
1078100331,14490.0,7.050000000000001,
1078605252,71393.0,6.300000000000001,
1078603442,47910.0,6.050000000000001,
1078601910,62021.0,6.15,
1078600991,47911.0,6.050000000000001,
1098108637,76320.0,5.75,
1098104623,29299.0,6.7,
1098107544,58222.0,7.05,
1098104790,27300.0,7.050000000000001,
1098605914,63991.0,6.1,
1108101668,58221.0,6.5,
1108106547,28110.0,6.7,
1108104134,58222.0,6.15,
1108105323,58220.0,6.5,
1108600840,20119.0,6.7,
1118106038,46621.0,6.050000000000001,
1138103379,46510.0,5.7,
1138107472,26299.0,6.65,
1138103226,26120.0,6.7,
1138104840,28909.0,6.7,
1138106936,46621.0,5.7,
1138105104,27112.0,6.7,
1138100167,10796.0,6.7,
4038608021,62010.0,6.5,
3958109982,59120.0,6.15,
4398707444,60222.0,6.15,
4518106344,14191.0,6.7,
4398706023,47219.0,5.65,
4458103061,58222.0,6.1,
7108806559,58222.0,6.5,
7108107098,28510.0,6.7,
6878608402,58221.0,6.15,
7158607119,58222.0,6.15,
7188807709,90192.0,5.65,
7238708372,58211.0,6.15,
8998707411,70129.0,6.25,
8998803795,58222.0,6.15,
8118709374,58222.0,6.15,
8098707953,59114.0,6.1,
6038104602,58222.0,6.15,
8778104377,47400.0,5.65,
8648605805,73203.0,7.2,
6178600287,70111.0,7.2,
5348605274,59110.0,6.15,
5438700858,63991.0,6.5,
5518807575,58200.0,6.15,
5458102708,10791.0,6.7,
5508606369,58222.0,6.15,
5578609695,27219.0,6.65,
3148601986,58221.0,6.15,
3208805044,62021.0,7.05,
3268608143,58222.0,6.15,
3278700803,58222.0,6.5,
3428108439,63999.0,6.15,
3428809930,72919.0,6.25,
3508604175,86909.0,5.15,
2208603898,71310.0,7.2,
2208707378,46733.0,5.65,
2208703566,58222.0,6.5,
2208702239,58220.0,6.5,
2208700691,58221.0,7.05,
2208605770,75122.0,6.3,
2208705291,62021.0,6.5,
2208709262,59130.0,6.5,
2208701519,58222.0,7.05,
2208705160,28111.0,6.7,
2208706699,26420.0,6.7,
2208702528,26310.0,6.65,
2208700339,75992.0,5.4,
2208702769,33910.0,7.050000000000001,
2208700301,71531.0,6.300000000000001,
2208709966,58220.0,6.15,
2208702578,58221.0,6.5,
2208802869,46510.0,5.7,
2208804998,58222.0,6.5,
2208802088,71310.0,6.300000000000001,
2208808818,20423.0,6.7,
2208807095,72121.0,6.65,
2208802559,59130.0,7.05,
2208802240,62010.0,6.15,
2208801654,62010.0,7.05,
2208801099,20423.0,6.7,
2298108842,29180.0,7.6,
2298102421,26519.0,7.6,
2298107120,58221.0,7.05,
2998606984,75110.0,6.3,
2878705576,58221.0,6.15,
3018100567,21210.0,8.2,
3058103715,29131.0,6.65,
2118104735,58220.0,6.15,
2118107654,46510.0,6.050000000000001,
2118601851,10502.0,7.050000000000001,
2118600651,71400.0,6.300000000000001,
2118605473,58222.0,6.5,
2118700514,58200.0,6.5,
2118801902,71310.0,6.65,
2118802259,59120.0,6.5,
2118804415,58222.0,6.5,
2118802698,46443.0,5.7,
2118800911,71310.0,7.2,
2118802437,26299.0,6.65,
2128103981,20422.0,6.65,
2128100644,47911.0,6.050000000000001,
2128109287,29299.0,6.7,
2128101708,29229.0,7.050000000000001,
2128104372,71531.0,6.65,
2128608353,46510.0,5.65,
2138601148,58220.0,6.15,
2141109748,58222.0,6.5,
2148100375,58221.0,6.5,
2148108427,46621.0,6.050000000000001,
2148600302,59112.0,7.05,
2148600636,85503.0,8.649999999999999,
2148600166,58220.0,7.05,
2148603689,58222.0,6.5,
2148709054,47820.0,5.7,
