사업자등록번호,산업분류코드,평균근속기간,고용전망점수
8648704233,41229.0,5.65,
8648806034,42139.0,5.65,
7318601194,58222.0,,
7328106201,41111.0,,
8228601508,42500.0,5.65,
8238109069,42202.0,5.65,
8268105961,63120.0,6.1,
7133309176,41000.0,5.7,
1288606638,41226.0,5.65,
1838802404,58222.0,6.15,
1598708924,41129.0,5.65,
1628109522,41229.0,5.65,
1648108522,41229.0,5.65,
1668702030,58222.0,6.15,
1668808723,58221.0,6.1,
1688605374,42322.0,5.65,
1708802970,58200.0,6.1,
1728608546,63991.0,7.6499999999999995,
1735209429,41000.0,,
1738709763,58222.0,6.15,
2068108660,58221.0,6.15,
2068605325,42132.0,5.7,
2068607458,42201.0,6.050000000000001,
2068601496,58222.0,6.1,
1958708656,58220.0,6.1,
1988606921,58200.0,6.1,
2013600270,41000.0,,
2018100290,58220.0,7.05,
2018106255,41121.0,8.45,
2018109939,42200.0,5.65,
2018507668,59111.0,,
2018602817,58200.0,6.15,
2028107046,42310.0,5.7,
2028102738,58222.0,6.1,
2040506805,42499.0,,
2048106512,42132.0,5.7,
2048105409,58221.0,6.15,
2048105563,42202.0,5.7,
2048105704,42138.0,5.7,
2048109389,42310.0,5.7,
2048106932,42204.0,5.7,
2048602602,58221.0,6.1,
2068103058,42400.0,5.7,
2068106588,42201.0,6.050000000000001,
1292509902,41226.0,,
1298105164,60222.0,6.15,
1288709222,58221.0,6.15,
1288609294,58222.0,6.15,
1302907473,42209.0,6.050000000000001,
1302903708,58221.0,6.1,
1308105782,42209.0,6.6,
1308109440,41220.0,5.7,
1308105065,58220.0,6.15,
1308100462,58221.0,6.1,
1308103543,42420.0,5.7,
1308109152,42490.0,5.7,
1308507825,62022.0,6.5,
1308608521,42121.0,5.7,
1308606586,58222.0,6.15,
1308609538,58222.0,6.15,
1308609893,58222.0,6.1,
1308601735,58222.0,6.15,
1308607723,59111.0,6.5,
1308607108,58221.0,6.15,
1308608613,41121.0,5.7,
1298100808,58221.0,6.5,
1298502777,58111.0,6.1,
7538704649,58200.0,,
7568600160,41111.0,,
7588107027,41229.0,,
7680809803,42600.0,,
8128109787,41229.0,5.65,
8148107254,63900.0,6.1,
8148608377,41229.0,5.65,
8148605029,41229.0,5.65,
8148800219,42202.0,5.65,
8178605457,42491.0,5.7,
8178704048,58222.0,6.15,
8188605195,41229.0,5.7,
8198107694,42202.0,5.65,
8198609347,41000.0,5.65,
8198707609,42311.0,5.65,
8278804973,42311.0,5.7,
8281601027,42491.0,,
8318805510,41229.0,5.65,
8328703800,42311.0,5.7,
8338108037,42400.0,5.7,
8338109560,42110.0,5.65,
8338606098,41225.0,,
8348708868,42110.0,5.65,
8318808712,42420.0,5.65,
8668107281,41229.0,5.7,
7158700411,58222.0,6.15,
7208700663,41225.0,5.65,
1283600230,63991.0,,
7684304304,41000.0,,
8308708215,42400.0,5.65,
8308707172,58222.0,,
8298609029,41222.0,5.7,
8298802083,58190.0,6.15,
8308107635,41226.0,5.65,
8288708445,63991.0,6.1,
7788605681,42311.0,5.65,
7810304305,41111.0,,
7818104519,58222.0,6.15,
7827000373,58200.0,,
8098607818,41229.0,5.65,
8098805187,42202.0,5.7,
8108705207,59114.0,6.1,
8108702324,58222.0,6.15,
8108704919,41111.0,5.7,
8108805682,41111.0,5.65,
8118601092,58222.0,6.15,
8218605684,42311.0,5.65,
8248107029,41111.0,5.7,
8358606772,42110.0,5.7,
8358808216,41111.0,5.65,
8658603910,58222.0,6.15,
8678806312,42412.0,5.65,
8682706329,41000.0,,
8688804975,42400.0,5.7,
8688801046,42311.0,5.65,
8708102134,58222.0,6.15,
8708104412,42311.0,5.65,
8708105924,41111.0,5.65,
8708609402,41225.0,5.7,
8718103781,42201.0,5.7,
8718108956,41110.0,6.050000000000001,
8718609608,58222.0,6.1,
8718706903,42129.0,5.65,
8718805458,42412.0,5.7,
8728607695,41229.0,5.65,
8728705687,42311.0,5.65,
8738103817,58222.0,6.1,
8738605013,41229.0,5.7,
8738806545,42491.0,5.65,
8748109349,41111.0,5.65,
8748607257,42132.0,5.65,
8748708489,42121.0,5.65,
8748809561,41111.0,5.65,
8758806918,42500.0,5.65,
8768106664,42133.0,5.65,
8768701536,58200.0,6.15,
8768708490,42132.0,5.65,
8768807877,46329.0,5.65,
8778608318,42202.0,,
8798109317,41110.0,5.65,
8798808404,42202.0,5.65,
8808109805,42311.0,5.65,
8808702439,42132.0,,
8818804647,58222.0,6.1,
8838601215,58222.0,6.15,
8838609403,42110.0,5.65,
8838806233,41229.0,5.65,
8838808319,42202.0,5.65,
8848105899,41222.0,5.7,
8848102553,58211.0,6.1,
8848707030,42322.0,5.65,
8858602344,58222.0,6.1,
8861005688,42131.0,5.65,
8878806215,41229.0,5.65,
8878800022,41226.0,,
8888106492,41229.0,5.7,
8888709590,41229.0,5.65,
8888806442,42138.0,5.7,
8898601364,58222.0,6.1,
8908708587,42209.0,5.7,
8918609920,62021.0,6.1,
8928805964,42134.0,5.7,
8938807338,58222.0,6.15,
8948801284,58220.0,6.1,
8958708714,42412.0,5.65,
8958708715,42121.0,5.65,
8988107860,42311.0,5.65,
8998708313,41100.0,5.7,
4848606741,42121.0,5.7,
4848607129,58222.0,6.1,
4858605721,42121.0,6.050000000000001,
4838807853,41229.0,5.65,
4838108509,59112.0,6.15,
4860409037,41000.0,,
4838602323,42110.0,5.65,
4828106680,41229.0,5.65,
4658605075,42204.0,5.65,
4658605246,41229.0,5.65,
4658806073,41229.0,5.7,
4668601446,41111.0,5.65,
4688101429,58222.0,6.1,
4688107246,58222.0,6.1,
4688607128,42412.0,5.65,
4688708928,42132.0,,
4698104598,41120.0,5.7,
4698809575,42400.0,5.65,
4708105396,42311.0,5.65,
4708108498,58200.0,6.15,
4718607057,42201.0,5.65,
4725105662,41000.0,,
4728105210,41229.0,5.65,
4748109996,41229.0,5.65,
4748603254,42311.0,5.65,
4758108860,42202.0,5.65,
4758707800,41100.0,5.7,
4758704502,63991.0,6.15,
4765604303,42209.0,,
4768604803,58222.0,6.1,
4778609458,42121.0,5.65,
4778707314,42121.0,5.65,
4778704513,42202.0,5.65,
4778707626,58113.0,,
4798708033,58212.0,6.1,
4808604596,58222.0,6.1,
4808806224,58221.0,6.1,
4814309971,41000.0,,
4868107145,58222.0,6.1,
4828705837,41229.0,5.65,
4868708499,42110.0,5.65,
4818705663,58200.0,6.1,
5022706682,42400.0,5.65,
5028606489,41100.0,5.65,
5028607267,42201.0,5.65,
5028606858,41129.0,5.65,
5158109766,42132.0,,
5158105141,41210.0,6.050000000000001,
5283401113,41000.0,,
5278706422,41229.0,5.65,
5348805724,42133.0,5.65,
5468808566,63991.0,6.1,
5488604786,58220.0,7.05,
5488609024,41111.0,5.65,
5488608212,41000.0,5.7,
4928109467,41225.0,5.65,
4928707001,41229.0,5.65,
4958609111,42209.0,5.65,
4988506522,58113.0,,
4998705217,42500.0,,
4998805760,58222.0,6.15,
5018105664,41112.0,6.050000000000001,
5018102203,41100.0,7.199999999999999,
5018102064,42129.0,5.7,
5018605218,58221.0,6.1,
5022107801,41000.0,5.65,
5022707489,42490.0,5.65,
5028107058,42310.0,5.7,
5028106024,42121.0,5.7,
5028104667,42200.0,5.7,
5028105451,41111.0,5.7,
5028108035,42491.0,5.65,
5028101158,42320.0,5.65,
5028101466,58222.0,6.15,
5028106460,42420.0,5.65,
5028104495,42122.0,5.65,
5028106800,41224.0,5.65,
5028106420,42120.0,5.7,
5028109198,42201.0,5.65,
5028106178,42311.0,5.65,
5028108116,42311.0,5.65,
5028106238,42420.0,5.65,
5028501397,42204.0,7.199999999999999,
5028609278,42201.0,5.65,
5030707193,42204.0,5.65,
5038104072,42320.0,5.7,
5048100970,42200.0,5.7,
5038105226,42410.0,5.65,
5158108582,41229.0,5.65,
5158101963,42412.0,5.65,
5158100601,58200.0,6.1,
5158105565,42500.0,5.7,
5298609884,41229.0,5.65,
5388600809,58222.0,,
5498805954,41229.0,5.7,
5498803557,58222.0,6.1,
5508707130,41111.0,5.65,
4868807838,25112.0,6.7,
4918108595,58222.0,6.15,
4948109021,41229.0,5.65,
5010207347,42321.0,5.65,
5018104916,42201.0,5.7,
5018109577,42310.0,6.050000000000001,
5018106799,42420.0,5.65,
5028100774,60210.0,7.05,
5028106085,41220.0,5.7,
5028607923,42132.0,5.65,
5028609279,42412.0,5.7,
5028607247,41229.0,5.65,
5028608360,42311.0,5.65,
5028603357,42202.0,5.7,
5028607422,41110.0,5.65,
5028605604,42311.0,5.7,
5028606523,58122.0,6.1,
5028606926,42204.0,5.7,
5028606387,41229.0,5.65,
5028601762,60229.0,7.05,
5028607423,41229.0,5.65,
5028604600,42132.0,5.65,
5028609877,58222.0,6.1,
5028608948,42412.0,5.65,
5028607192,41129.0,5.7,
5028608527,41229.0,5.65,
5028600576,41229.0,5.65,
5168106088,41111.0,5.7,
5168809767,42412.0,5.65,
5173706872,42321.0,,
5198105723,41229.0,5.65,
5228103594,42311.0,5.65,
5228109845,42134.0,5.65,
5223000444,41000.0,,
5218807322,58222.0,6.1,
5338707215,42311.0,5.7,
5338709885,41229.0,5.65,
5338602162,58222.0,6.1,
5338106089,42132.0,,
5408803256,42322.0,5.65,
5418709581,41229.0,5.65,
5418106044,42411.0,5.7,
5438806226,59120.0,6.1,
5438707854,41110.0,5.7,
4908702495,58221.0,6.15,
4908702801,42500.0,5.65,
4898809245,62021.0,6.1,
4908705521,42500.0,5.7,
4908107884,58222.0,6.15,
4908603255,42201.0,5.65,
4938607266,41229.0,5.7,
5024000949,41000.0,,
5028106742,41120.0,5.7,
5028107301,42420.0,5.7,
5028104952,58220.0,6.15,
5028105009,41220.0,5.7,
5028108000,58221.0,6.1,
5028107003,42490.0,5.65,
5028109997,42200.0,5.65,
5028106683,42130.0,5.7,
5030308929,42320.0,5.65,
5032408930,42400.0,5.65,
5032407802,42321.0,5.65,
5238706168,41111.0,5.7,
5238107804,42122.0,5.65,
5310702247,42121.0,,
5398708239,41220.0,5.7,
5448803728,41229.0,5.7,
5208703143,58220.0,6.1,
5258709113,42311.0,5.65,
5248607315,42202.0,5.65,
5378602364,41225.0,5.65,
5498606383,42311.0,5.65,
5498708064,41229.0,5.65,
4918806345,41229.0,5.65,
4948107346,41229.0,5.65,
4948103454,58222.0,6.15,
4968805722,41129.0,6.050000000000001,
4988808063,42412.0,5.7,
5012904476,42202.0,5.65,
5018104599,41110.0,6.050000000000001,
5018106681,42491.0,5.65,
5018107002,42130.0,5.7,
5020108238,41000.0,5.65,
5020609112,42420.0,5.65,
5022005083,42322.0,,
5028107191,41110.0,5.7,
5028107114,42132.0,6.050000000000001,
5028109468,42209.0,5.65,
5028106538,42490.0,5.65,
5028105408,42201.0,5.7,
5028106925,42410.0,5.7,
5028108100,41129.0,5.7,
5188709343,58222.0,6.1,
5268107260,42204.0,5.7,
5258808397,42491.0,5.65,
5428803257,42201.0,5.65,
5428609023,41110.0,5.65,
5428608963,41229.0,5.65,
5418809694,63991.0,6.1,
4188103998,42322.0,5.65,
1228108172,41121.0,5.65,
1258100842,42492.0,6.050000000000001,
1208104309,42400.0,6.050000000000001,
1148600821,58221.0,7.6499999999999995,
2118609867,42209.0,6.050000000000001,
1198603877,58221.0,6.5,
1198605109,42311.0,5.65,
1238106532,42130.0,5.65,
1248601703,42200.0,6.6,
1168102357,58220.0,6.15,
1148107034,58113.0,7.05,
4128108553,42310.0,5.7,
1138603397,62021.0,6.15,
2218108055,42121.0,5.65,
4168107313,42312.0,5.7,
1148106504,59114.0,6.15,
1228602302,42311.0,5.65,
4458107799,41229.0,5.7,
2298109039,42202.0,6.050000000000001,
3148100574,58222.0,6.5,
2538801226,58222.0,6.15,
2298109733,42209.0,6.6,
1268601661,42492.0,5.65,
4168105788,41000.0,5.7,
4318107345,41100.0,5.65,
1218609832,42310.0,5.65,
4378607420,41229.0,5.65,
2208104956,58222.0,7.05,
1248604906,42310.0,5.7,
2118800540,58222.0,8.899999999999999,
2268108784,42311.0,,
6108109704,58222.0,7.05,
3178108961,58222.0,6.15,
1168100017,60210.0,8.899999999999999,
4278607113,62021.0,6.1,
4318105823,41229.0,5.65,
1218108147,42121.0,5.65,
4128106787,41120.0,5.65,
1278101314,42204.0,6.6,
1248109049,42121.0,6.050000000000001,
2298107482,62021.0,6.1,
1138608171,41225.0,5.65,
4188107190,42412.0,5.7,
2158709656,63120.0,7.05,
1148104711,41120.0,5.65,
1208600530,62020.0,6.5,
4188107205,41220.0,6.050000000000001,
2118800752,58221.0,6.1,
1228109408,42322.0,5.7,
1208703919,63999.0,6.5,
1268602910,42201.0,6.050000000000001,
4178107726,41229.0,5.7,
1208708603,63991.0,6.5,
4128105237,41210.0,5.7,
2148601217,58111.0,7.05,
1238604380,58222.0,6.5,
4148107797,41220.0,5.65,
1198104762,42420.0,6.6,
4168105892,41100.0,6.050000000000001,
2258108321,41200.0,5.65,
2118600195,58221.0,7.05,
4178104981,41100.0,7.199999999999999,
4168108829,42132.0,5.65,
2118109806,42412.0,6.6,
1208104738,58222.0,7.05,
2218108854,58121.0,7.05,
2148107655,42311.0,6.6,
2118604779,60222.0,6.5,
4168109020,41100.0,5.65,
4168107344,41200.0,5.65,
2248106285,41220.0,6.6,
4178107600,42400.0,5.65,
2158608076,58222.0,7.05,
4178108926,42311.0,6.050000000000001,
2298107526,41229.0,6.6,
1168100263,61299.0,7.05,
2138608310,42420.0,5.7,
4188106537,42121.0,5.7,
2118603833,46510.0,6.050000000000001,
2208701121,58222.0,6.5,
4568709682,42311.0,5.7,
2068609753,58222.0,6.1,
4548607870,41229.0,5.65,
4248709838,42201.0,5.65,
4178809679,63120.0,6.1,
4158101418,42310.0,6.050000000000001,
4148108594,42311.0,5.65,
2208808161,42310.0,5.7,
1268109814,41110.0,5.7,
1218608348,58222.0,6.15,
1148104625,58221.0,6.1,
2068704101,58222.0,6.1,
1248609080,41220.0,5.7,
4348606211,58211.0,7.05,
4418707385,58222.0,6.15,
4138104442,42420.0,5.7,
6108104155,42204.0,5.65,
1208606182,58211.0,7.6499999999999995,
3138100360,41229.0,8.45,
4138105787,42120.0,5.65,
4468709681,63991.0,6.15,
1208700854,59130.0,6.5,
4268605335,42110.0,5.65,
4148109781,41122.0,5.65,
2298101709,42120.0,6.050000000000001,
2098106186,58200.0,6.1,
1208508642,59141.0,7.05,
2288106018,41220.0,5.7,
1258109121,42132.0,5.65,
1198603462,42311.0,5.7,
1178106852,42121.0,5.65,
2078104491,41112.0,6.6,
4188103621,41229.0,5.65,
2148708825,58220.0,6.15,
2208101497,42420.0,6.6,
1208704992,58200.0,6.5,
2128605799,63120.0,6.1,
4588702304,58222.0,6.15,
4368709574,42310.0,5.7,
1228701930,41229.0,5.65,
1248100541,41000.0,6.050000000000001,
6118108886,41220.0,5.65,
1268600147,41229.0,5.65,
2208106126,41100.0,6.050000000000001,
1188803386,58222.0,6.1,
4238108685,41229.0,5.65,
2278106676,41220.0,5.7,
1138606262,58222.0,6.15,
2118804582,59113.0,6.1,
4128106487,41220.0,5.65,
2248101082,42139.0,5.7,
4328805743,58222.0,6.1,
2208706379,58211.0,7.6499999999999995,
4228809757,42137.0,5.65,
2118808768,58211.0,6.15,
4308807705,42130.0,5.7,
4618806114,41229.0,,
2118801604,58221.0,6.15,
4398706856,42410.0,5.65,
4178109191,42312.0,6.050000000000001,
1228601103,58222.0,6.1,
2298107731,42132.0,6.6,
1218104684,42121.0,5.65,
1238609537,42412.0,5.65,
2138600362,58222.0,6.5,
1248106965,42120.0,5.7,
1198104295,42311.0,6.050000000000001,
4608108417,41111.0,5.65,
1208603640,58220.0,6.15,
2148600581,58222.0,6.5,
2118604573,41110.0,6.050000000000001,
1168109438,58222.0,7.6499999999999995,
1228102732,42201.0,5.65,
4178102444,42202.0,5.7,
1218107235,41220.0,5.65,
1168100027,41225.0,6.050000000000001,
2158100539,58222.0,7.05,
1168107985,61299.0,7.05,
2248105652,41220.0,5.7,
1238609186,41120.0,5.7,
4298808773,42411.0,5.65,
1218108347,42491.0,5.7,
1148100247,41100.0,8.45,
1218102828,42310.0,5.7,
1168104273,41112.0,7.199999999999999,
1238600291,42412.0,5.65,
2138704486,63120.0,6.1,
2268109661,42132.0,5.65,
1248600333,58220.0,6.1,
4168106436,42132.0,5.65,
2218107903,42134.0,5.7,
1208601438,58221.0,6.15,
2208107451,41120.0,5.65,
4158107551,41220.0,5.65,
1208800029,62010.0,8.899999999999999,
1248102966,42310.0,6.6,
1248107564,58221.0,6.15,
2248106983,42499.0,5.65,
4188107189,42311.0,5.65,
1268109813,41220.0,5.65,
2278108960,41220.0,5.65,
1208700733,58222.0,8.899999999999999,
2188103059,58222.0,7.05,
2118700948,63120.0,6.1,
1198607101,58222.0,6.15,
1258101125,42200.0,5.7,
4168104642,41200.0,5.65,
4178107486,41221.0,5.65,
2148106192,41220.0,8.45,
2238104902,41220.0,5.65,
1228100134,42412.0,5.7,
1148602866,58221.0,6.5,
4168107419,41220.0,5.65,
1238101777,38210.0,9.149999999999999,
4128104957,41220.0,6.6,
4168105660,41221.0,5.7,
2248108813,41220.0,5.7,
3128108411,41220.0,5.65,
2208109206,61210.0,7.05,
4178105008,41000.0,5.7,
2138600486,58221.0,6.5,
4178105137,42312.0,6.6,
4188107213,42132.0,5.65,
1148104533,42209.0,6.6,
1208107728,42000.0,5.65,
2118601923,58200.0,7.6499999999999995,
2208107047,41200.0,6.050000000000001,
1188800471,41229.0,5.7,
1208108424,60222.0,8.899999999999999,
2268104781,58221.0,6.15,
1178108104,60221.0,7.6499999999999995,
4168108388,42500.0,5.7,
4158106343,41221.0,5.65,
2208100164,63120.0,7.05,
4118100655,42120.0,5.65,
4128105659,41220.0,6.050000000000001,
1208700223,63991.0,7.6499999999999995,
1168109321,58111.0,6.5,
2118806976,41100.0,6.6,
2248108056,41220.0,5.65,
2278109594,41220.0,5.7,
4168105006,41220.0,5.7,
1238103129,63100.0,6.15,
2118602453,58221.0,7.05,
2138109921,63111.0,6.5,
4168108220,42132.0,5.7,
1168100512,58221.0,6.15,
6118709916,41229.0,5.65,
1248607714,58220.0,6.15,
1248708647,58222.0,6.15,
1198600989,62021.0,6.5,
1198608309,63120.0,6.15,
1228600884,41100.0,7.199999999999999,
3078502225,58111.0,7.05,
4178100681,41229.0,8.45,
4138108284,41220.0,5.7,
2298108482,42491.0,5.65,
1198100104,58200.0,7.6499999999999995,
1208608619,28422.0,6.65,
4108601211,42201.0,5.65,
1248108049,41000.0,5.7,
1208600128,59201.0,8.899999999999999,
1148100151,41000.0,8.45,
2268109606,42202.0,5.7,
1178107234,58222.0,6.15,
2158109953,42204.0,7.199999999999999,
6108104226,58220.0,6.1,
1218102500,42310.0,5.7,
4188103885,41229.0,5.7,
4178109275,42411.0,5.65,
4188104139,42204.0,5.65,
4188105395,42134.0,5.65,
4168105720,42310.0,5.7,
4128109464,41225.0,5.65,
2068603087,63999.0,6.1,
2118807511,58221.0,6.15,
4188106997,41220.0,5.7,
2148803052,58211.0,7.6499999999999995,
4168105449,41000.0,5.65,
1198109510,42137.0,6.6,
1258600961,41229.0,,
2268107053,42412.0,5.7,
2298104636,58221.0,6.5,
2128100767,58220.0,6.15,
4128100513,42311.0,5.65,
1148102402,41110.0,6.6,
1198607284,58221.0,6.5,
2238105259,42310.0,5.65,
1238100101,58222.0,6.5,
1178809986,42204.0,5.7,
2208706870,42412.0,5.7,
4338606998,41229.0,5.7,
4178501664,42204.0,7.199999999999999,
4458709839,58219.0,,
2118806515,28909.0,6.7,
2368701569,41229.0,5.65,
2118808181,41000.0,6.6,
2208609379,41220.0,5.7,
4158109465,41120.0,5.65,
2218105411,58121.0,7.05,
4108600976,58221.0,,
1278709081,58000.0,,
2208109727,41220.0,6.050000000000001,
1268100179,42310.0,5.65,
2268109223,41222.0,5.65,
4618606857,42491.0,5.7,
1168504627,41000.0,,
4438706221,41229.0,5.65,
3128608077,41119.0,6.6,
1138601525,58220.0,6.15,
1208100837,42310.0,6.6,
4178109276,42110.0,5.65,
4168106993,41229.0,5.7,
2068609650,58222.0,6.1,
2208809816,42133.0,5.65,
2208104635,58222.0,6.5,
2408806050,58222.0,6.5,
4168109109,42139.0,5.65,
2328803139,58222.0,8.899999999999999,
2268108959,41229.0,5.65,
2158705758,58222.0,6.15,
6098105860,58200.0,6.15,
2218102858,41220.0,6.6,
4168106237,42200.0,5.65,
4178108208,41100.0,5.7,
2208108054,63990.0,6.1,
1148608870,42200.0,6.050000000000001,
2128103240,42400.0,5.7,
1208100799,58221.0,6.15,
1218109965,42311.0,5.7,
1258608981,42110.0,5.65,
2208100768,58222.0,7.05,
4128107484,42500.0,5.65,
4648708837,41111.0,5.65,
1198700189,58222.0,6.5,
1268109515,41111.0,,
4128103553,41220.0,6.6,
4168105134,42132.0,5.65,
1228108328,41220.0,5.65,
1228602164,42201.0,5.65,
4168704914,42400.0,8.45,
2208106377,42123.0,5.65,
1208104523,42412.0,5.7,
1238108019,42120.0,5.7,
4108609163,42311.0,5.65,
4128105602,41220.0,5.7,
2208706160,58220.0,6.15,
1208603762,58222.0,6.5,
2128104015,58222.0,6.15,
4168105428,41220.0,5.65,
4348707553,41222.0,5.7,
4178108736,58220.0,6.15,
1238107291,42132.0,5.65,
2468109595,41229.0,5.65,
1148604360,58190.0,6.1,
1198608641,58222.0,6.15,
1228100119,42312.0,5.7,
1148601808,58200.0,6.15,
1148100011,63999.0,7.05,
4168109677,42130.0,5.7,
4428805138,42311.0,5.65,
2348108039,42420.0,5.65,
1258108545,42120.0,5.65,
1208705528,58113.0,6.15,
1178104737,58221.0,6.15,
1208106173,41220.0,6.050000000000001,
3058101712,58221.0,6.15,
2598605244,58220.0,6.5,
1248604427,42138.0,5.7,
4128109090,42202.0,5.65,
4188108032,58220.0,6.1,
1248601410,41229.0,,
4148605369,41121.0,5.65,
1178108383,41229.0,5.65,
4568108395,58222.0,6.1,
1228609603,58222.0,6.5,
2208707243,58222.0,6.15,
2208807645,42201.0,5.7,
1268101733,42200.0,5.65,
4148103913,41220.0,6.6,
4638606223,41229.0,5.65,
4448108236,41229.0,5.65,
1208109609,42312.0,8.45,
2158106642,62010.0,6.5,
4128107144,41220.0,5.65,
1198601865,42121.0,,
1148104458,42321.0,5.7,
1218104192,41120.0,5.65,
4228609091,42311.0,5.65,
1268101064,42201.0,5.65,
4468606695,42492.0,5.65,
1268607768,58222.0,6.15,
2118607509,42412.0,5.7,
1278101955,42420.0,5.7,
2298106326,58221.0,6.5,
2268108667,41220.0,5.65,
2398106645,58221.0,6.15,
4178106521,42200.0,6.050000000000001,
1178109632,59112.0,6.1,
2208102011,58222.0,7.05,
2268105235,41220.0,6.050000000000001,
1148607177,42400.0,5.7,
2208609516,42420.0,6.050000000000001,
4378709277,42420.0,5.65,
1148506752,42138.0,,
1148600649,58221.0,6.5,
4578605795,42202.0,5.7,
4168106923,41221.0,5.7,
2218107525,42209.0,5.65,
2098104907,58220.0,6.1,
1218606352,41000.0,5.65,
4128108810,41110.0,5.65,
1178105215,41119.0,6.050000000000001,
1148600320,58221.0,6.5,
4168107054,42139.0,5.7,
1208100892,41224.0,6.6,
4188101788,58222.0,6.15,
2208608731,42412.0,6.050000000000001,
2208802935,58212.0,6.1,
1078708275,26290.0,7.050000000000001,
2278107778,42311.0,5.7,
4448809110,42420.0,5.65,
2498109926,42310.0,5.65,
4548104289,63991.0,6.1,
1198606061,58222.0,6.1,
4118107921,41229.0,5.7,
1228104630,42201.0,5.7,
2128103643,42412.0,5.7,
1248105870,42121.0,6.050000000000001,
4618706999,41229.0,5.65,
4128105334,41229.0,5.65,
1148602144,58222.0,6.15,
2128107296,58220.0,6.1,
2288107513,58222.0,6.1,
1248603541,42500.0,5.65,
1248100105,59201.0,6.5,
2268108090,42132.0,5.65,
4408105490,58222.0,6.1,
4128106649,41224.0,5.7,
1178102386,58200.0,6.1,
1248108933,41120.0,,
1188107841,42312.0,5.7,
1208609237,58221.0,7.05,
1198601393,58222.0,6.15,
4178105554,41200.0,6.050000000000001,
1248106779,42202.0,5.65,
2208105166,42400.0,5.65,
1138602850,58222.0,6.1,
1148606409,62021.0,6.15,
1238106376,42139.0,5.65,
1148603532,42412.0,5.7,
1178105199,59100.0,6.15,
1238101774,58220.0,6.1,
4188109466,41229.0,5.65,
1268603162,32029.0,6.65,
1248704527,42311.0,5.7,
1248101166,42311.0,5.7,
2208104004,42201.0,6.6,
2148101693,58110.0,8.899999999999999,
2218705947,58222.0,6.1,
2208109904,42491.0,5.65,
2268106286,42110.0,5.65,
4168105394,42420.0,5.65,
2298102658,58222.0,6.5,
2618101544,58222.0,7.05,
1278609089,42310.0,5.65,
4168106650,42100.0,5.65,
1238100346,63991.0,7.05,
3058605060,42138.0,5.65,
2218105833,58200.0,6.5,
2208601514,58220.0,6.5,
1268101583,42310.0,5.65,
4178109188,42132.0,5.65,
1218109131,41121.0,5.65,
1178509292,59141.0,8.899999999999999,
4178107055,42120.0,5.7,
2298109133,42139.0,5.7,
1198109730,42200.0,5.65,
4168107485,42120.0,5.65,
4638703975,58221.0,6.5,
2118106125,41129.0,6.050000000000001,
3128103383,41000.0,5.65,
4288805245,58221.0,6.15,
2208605851,42320.0,5.65,
2258100356,42310.0,5.7,
4168107188,42139.0,5.65,
1238100865,42200.0,5.65,
1158604593,58200.0,6.15,
1238605550,42492.0,5.65,
1168103488,42202.0,5.7,
1238609854,58222.0,6.1,
4378109680,42132.0,5.65,
1198609221,58200.0,6.15,
4178107056,42136.0,5.7,
6108104332,41120.0,5.7,
1218102387,42130.0,5.65,
1248601728,42200.0,5.7,
2208705974,58220.0,6.15,
1168101460,58222.0,6.5,
1208601104,58222.0,7.05,
1248109812,41120.0,5.7,
2248108276,41220.0,6.050000000000001,
2118101821,59111.0,7.05,
1248600294,42139.0,6.6,
4188101972,42310.0,6.050000000000001,
1198600231,42412.0,,
2068601274,58221.0,6.1,
2298101079,58200.0,7.05,
2268109123,41121.0,5.65,
2448708877,58222.0,6.1,
1278102180,42121.0,5.65,
2248107700,42121.0,5.7,
1248109214,42310.0,5.7,
4188106165,41229.0,5.7,
1198103267,58200.0,7.05,
1268604861,41111.0,5.65,
1198601487,58211.0,6.15,
1248100102,42310.0,,
1198103097,62021.0,6.15,
1198604407,58222.0,6.15,
2568100321,41229.0,5.65,
2318701032,42121.0,5.65,
2458809663,41229.0,5.65,
1198606669,58221.0,6.5,
4178106996,41229.0,5.65,
4178108580,42201.0,5.65,
2218106067,58222.0,6.1,
2128608052,42412.0,5.65,
1198608602,62010.0,6.1,
4548807688,41229.0,5.65,
2438108473,42420.0,5.65,
2208104724,58220.0,6.1,
1258107565,42129.0,5.65,
1218608643,41225.0,5.7,
2248108524,41120.0,5.65,
1248609950,41220.0,5.65,
4168106740,42500.0,5.7,
2118608435,58222.0,6.5,
4278708686,42412.0,5.7,
4168104465,41229.0,5.65,
2208803571,59110.0,6.5,
4168104411,41000.0,6.050000000000001,
4128106796,42310.0,5.65,
2208608871,58221.0,6.5,
1258106811,42201.0,5.65,
1198106079,58222.0,7.05,
2258107417,41220.0,5.65,
1148100177,42121.0,6.6,
1248606107,41121.0,6.050000000000001,
4338105736,42411.0,5.65,
1208701912,58219.0,8.899999999999999,
4128108007,41220.0,5.7,
1248608088,42420.0,5.65,
1208609745,61000.0,6.1,
2278109925,41220.0,5.65,
1238604753,42300.0,5.65,
1198601300,58200.0,7.6499999999999995,
2118808080,58222.0,6.1,
4508707554,41120.0,5.7,
2248106455,42311.0,5.7,
2298107779,41129.0,5.7,
1168106012,58221.0,6.15,
4128106236,41121.0,5.7,
4188105450,41121.0,5.65,
2078501247,41200.0,8.45,
4308807922,58200.0,6.1,
4188107552,42132.0,5.65,
2208706471,58222.0,6.15,
