자기성장성,업무 시간 지수,급여 수준 지수,근무 환경 지수,고용안정성,조직문화,복리 후생 지수
12.915498066021536,7.897803193761535,6.600560847354617,6.708972608241626,2.1756692591881044,3.503091421789001,2.10833166377825
