사업자등록번호,데이터수집일자,최종인적자원등급,최종인적자원점수,인적자원구성원점수,인적자원복지점수,인적자원개발점수,인적자원대표이사점수,인적자원경영진점수,인적자원직원점수,인적자원자기개발점수,인적자원인사담당자점수,인적자원대표이사역량점수,인적자원대표이사연혁점수
1230382820,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1230453507,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1230453680,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1230475200,20220720,E,60.05,21.0,15.0,6.0,18.05,60.0,60.0,60.0,60.0,60.0,60.27
1230499177,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1230563491,20220720,E,60.45,21.0,15.0,6.0,18.45,60.0,60.0,60.0,60.0,60.0,62.27
1230586607,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1230588376,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1230596110,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1230597098,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1230664575,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1230679568,20220720,E,60.19,21.0,15.0,6.0,18.19,60.0,60.0,60.0,60.0,60.0,60.93
1230684979,20220720,E,60.75,21.0,15.0,6.0,18.75,60.0,60.0,60.0,60.0,60.0,63.73
1230688510,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1230793650,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1230893133,20220720,E,60.35,21.0,15.0,6.0,18.35,60.0,60.0,60.0,60.0,60.0,61.73
1230894786,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1230898953,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1230899893,20220720,E,66.01,24.36,15.97,6.0,19.68,76.8,60.0,60.0,60.0,68.0,64.4
1230932036,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1230938122,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1230940841,20220720,E,60.51,21.0,15.0,6.0,18.51,60.0,60.0,60.0,60.0,60.0,62.53
1230946092,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1230967059,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1230968228,20220720,E,60.35,21.0,15.0,6.0,18.35,60.0,60.0,60.0,60.0,60.0,61.73
1230972095,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1230986866,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1230987322,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1231076909,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1231079662,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1231088176,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1231097845,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1231099993,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1231186587,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1231188737,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1231196256,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1231219668,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1231273416,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1231276470,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1231276636,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1231276960,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1231280218,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1231284233,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1231287787,20220720,E,61.79,21.0,15.0,6.0,19.79,60.0,60.0,60.0,60.0,60.0,68.93
1231478977,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1231486763,20220720,E,60.43,21.0,15.0,6.0,18.43,60.0,60.0,60.0,60.0,60.0,62.13
1231594294,20220720,E,60.35,21.0,15.0,6.0,18.35,60.0,60.0,60.0,60.0,60.0,61.73
1231613401,20220720,E,60.35,21.0,15.0,6.0,18.35,60.0,60.0,60.0,60.0,60.0,61.73
1231623739,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1231631108,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1231638305,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1231644923,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1231645204,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1231657393,20220720,E,60.21,21.0,15.0,6.0,18.21,60.0,60.0,60.0,60.0,60.0,61.07
1231681379,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1231731745,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1231743090,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1231767957,20220720,E,60.31,21.0,15.31,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1231771316,20220720,E,60.64,21.0,15.0,6.0,18.64,60.0,60.0,60.0,60.0,60.0,63.2
1231776776,20220720,E,63.08,22.6,16.48,6.0,18.0,68.0,60.0,60.0,60.0,60.0,60.0
1231779550,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1231786406,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1231822753,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1231822864,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1231826098,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1231839540,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1231839725,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1231845741,20220720,E,60.61,21.0,15.0,6.0,18.61,60.0,60.0,60.0,60.0,60.0,63.07
1231877675,20220720,E,60.11,21.0,15.0,6.0,18.11,60.0,60.0,60.0,60.0,60.0,60.53
1231886664,20220720,E,72.21,25.27,16.87,8.0,22.08,81.33,60.0,60.0,100.0,92.0,64.4
1231899946,20220720,E,60.29,21.0,15.0,6.0,18.29,60.0,60.0,60.0,60.0,60.0,61.47
1231929355,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1231936031,20220720,E,60.29,21.0,15.0,6.0,18.29,60.0,60.0,60.0,60.0,60.0,61.47
1231937272,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1231940404,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1231943226,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1231956788,20220720,E,60.56,21.0,15.0,6.0,18.56,60.0,60.0,60.0,60.0,60.0,62.8
1231977139,20220720,E,60.29,21.0,15.0,6.0,18.29,60.0,60.0,60.0,60.0,60.0,61.47
1231997004,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1231998420,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232029593,20220720,E,60.32,21.0,15.0,6.0,18.32,60.0,60.0,60.0,60.0,60.0,61.6
1232030635,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232039975,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232042150,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232043896,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232074119,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232087555,20220720,E,60.21,21.0,15.0,6.0,18.21,60.0,60.0,60.0,60.0,60.0,61.07
1232128965,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232135879,20220720,E,60.53,21.0,15.0,6.0,18.53,60.0,60.0,60.0,60.0,60.0,62.67
1232136499,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232137498,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232169200,20220720,E,60.27,21.0,15.0,6.0,18.27,60.0,60.0,60.0,60.0,60.0,61.33
1232173913,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232186984,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232189375,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232268246,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232337454,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232375268,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232383701,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232423281,20220720,E,60.88,21.0,15.0,6.0,18.88,60.0,60.0,60.0,60.0,60.0,64.4
1232429795,20220720,E,60.67,21.0,15.0,6.0,18.67,60.0,60.0,60.0,60.0,60.0,63.33
1232449092,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232456706,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232487820,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232497240,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232506810,20220720,E,63.17,22.28,16.36,6.0,18.53,66.4,60.0,60.0,60.0,60.0,62.67
1232515911,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232518941,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232519111,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232527630,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232537609,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232544089,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232546511,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232547335,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232551839,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232558943,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232589994,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232590114,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232598232,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232646274,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232648272,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232655598,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232656485,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232736147,20220720,E,60.85,21.0,15.0,6.0,18.85,60.0,60.0,60.0,60.0,60.0,64.27
1232748212,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232748793,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232755751,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232760481,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232766165,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232771988,20220720,E,60.75,21.0,15.0,6.0,18.75,60.0,60.0,60.0,60.0,60.0,63.73
1232783825,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232785463,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232788698,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232791169,20220720,E,60.27,21.0,15.0,6.0,18.27,60.0,60.0,60.0,60.0,60.0,61.33
1232797732,20220720,E,60.64,21.0,15.0,6.0,18.64,60.0,60.0,60.0,60.0,60.0,63.2
1232815417,20220720,E,60.27,21.0,15.0,6.0,18.27,60.0,60.0,60.0,60.0,60.0,61.33
1232838138,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232873931,20220720,E,60.35,21.0,15.0,6.0,18.35,60.0,60.0,60.0,60.0,60.0,61.73
1232878784,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232892369,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232911397,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232916994,20220720,E,65.29,22.03,16.46,6.84,19.96,60.0,66.88,64.76,72.0,70.0,64.8
1232921084,20220720,E,61.67,21.0,15.0,6.0,19.67,60.0,60.0,60.0,60.0,60.0,68.33
1232924228,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232925080,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232949888,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232953209,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232953776,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232956604,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232963556,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232964633,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232967926,20220720,E,60.75,21.0,15.0,6.0,18.75,60.0,60.0,60.0,60.0,60.0,63.73
1232975085,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232976158,20220720,E,65.21,22.65,17.04,6.0,19.52,68.27,60.0,60.0,60.0,60.0,67.6
1232977273,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232994971,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1232995121,20220720,E,60.29,21.0,15.0,6.0,18.29,60.0,60.0,60.0,60.0,60.0,61.47
1233010583,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233015481,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233028782,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233034853,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233037355,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233077736,20220720,E,60.53,21.0,15.0,6.0,18.53,60.0,60.0,60.0,60.0,60.0,62.67
1233083164,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233129153,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233132207,20220720,E,60.64,21.0,15.0,6.0,18.64,60.0,60.0,60.0,60.0,60.0,63.2
1233134127,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233137255,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233137459,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233138098,20220720,E,60.35,21.0,15.0,6.0,18.35,60.0,60.0,60.0,60.0,60.0,61.73
1233140712,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233177558,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233180484,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233190551,20220720,E,60.21,21.0,15.0,6.0,18.21,60.0,60.0,60.0,60.0,60.0,61.07
1233192165,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233192622,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233193179,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233198932,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233199891,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233213468,20220720,E,60.45,21.0,15.0,6.0,18.45,60.0,60.0,60.0,60.0,60.0,62.27
1233215980,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233220955,20220720,E,60.69,21.0,15.0,6.0,18.69,60.0,60.0,60.0,60.0,60.0,63.47
1233224397,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233226401,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233234314,20220720,E,60.48,21.0,15.0,6.0,18.48,60.0,60.0,60.0,60.0,60.0,62.4
1233237456,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233238469,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233253591,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233254678,20220720,E,68.71,24.89,18.13,6.0,19.68,79.47,60.0,60.0,60.0,68.0,64.4
1233265705,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233279946,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233289954,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233309471,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233313413,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233319682,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233320758,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233334816,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233364251,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233380931,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233390012,20220720,E,60.56,21.0,15.0,6.0,18.56,60.0,60.0,60.0,60.0,60.0,62.8
1233396054,20220720,E,60.37,21.0,15.0,6.0,18.37,60.0,60.0,60.0,60.0,60.0,61.87
1233403891,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233409293,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233411708,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233414888,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233431382,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233432474,20220720,E,60.59,21.0,15.0,6.0,18.59,60.0,60.0,60.0,60.0,60.0,62.93
1233437810,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233446658,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233458514,20220720,E,62.2,21.53,16.24,6.0,18.43,62.67,60.0,60.0,60.0,60.0,62.13
1233459852,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233462037,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233463133,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233471521,20220720,E,60.27,21.0,15.0,6.0,18.27,60.0,60.0,60.0,60.0,60.0,61.33
1233475793,20220720,E,60.43,21.0,15.0,6.0,18.43,60.0,60.0,60.0,60.0,60.0,62.13
1233481505,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233485078,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233486174,20220720,E,60.29,21.0,15.0,6.0,18.29,60.0,60.0,60.0,60.0,60.0,61.47
1233549384,20220720,E,60.27,21.0,15.0,6.0,18.27,60.0,60.0,60.0,60.0,60.0,61.33
1233570096,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233580949,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233618350,20220720,E,60.56,21.0,15.0,6.0,18.56,60.0,60.0,60.0,60.0,60.0,62.8
1233628902,20220720,E,60.93,21.0,15.0,6.0,18.93,60.0,60.0,60.0,60.0,60.0,64.67
1233628969,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233630825,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233633574,20220720,E,60.29,21.0,15.0,6.0,18.29,60.0,60.0,60.0,60.0,60.0,61.47
1233633690,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233634331,20220720,E,60.33,21.0,15.0,6.0,18.33,60.0,60.0,60.0,60.0,60.0,61.67
1233635500,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233642904,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233644159,20220720,E,60.24,21.0,15.0,6.0,18.24,60.0,60.0,60.0,60.0,60.0,61.2
1233645615,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233654389,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233657936,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233664951,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233683695,20220720,E,60.24,21.0,15.0,6.0,18.24,60.0,60.0,60.0,60.0,60.0,61.2
1233686940,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233693096,20220720,E,60.27,21.0,15.0,6.0,18.27,60.0,60.0,60.0,60.0,60.0,61.33
1233698091,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233715122,20220720,E,60.24,21.0,15.0,6.0,18.24,60.0,60.0,60.0,60.0,60.0,61.2
1233723976,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233731869,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233734342,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233735206,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233746789,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233750643,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233754386,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233757175,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233765184,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233766276,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1233772384,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
