사업자등록번호,데이터수집일자,최종인적자원등급,최종인적자원점수,인적자원구성원점수,인적자원복지점수,인적자원개발점수,인적자원대표이사점수,인적자원경영진점수,인적자원직원점수,인적자원자기개발점수,인적자원인사담당자점수,인적자원대표이사역량점수,인적자원대표이사연혁점수
1060328476,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060330685,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060337223,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060338902,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060339518,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060339726,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060340937,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060343104,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060346611,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060352068,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060353747,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060355804,20220720,E,60.33,21.0,15.0,6.0,18.33,60.0,60.0,60.0,60.0,60.0,61.67
1060355819,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060356536,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060359737,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060372292,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060372633,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060373933,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060374475,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060377846,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060392513,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060392610,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060393720,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060399234,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060416996,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060418392,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060419483,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060419896,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060420001,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060438632,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060454869,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060464858,20220720,E,61.79,21.64,15.91,6.0,18.24,63.2,60.0,60.0,60.0,60.0,61.2
1060465162,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060468155,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060468359,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060468456,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060469848,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060473454,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060474996,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060476558,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060481406,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060485528,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060489335,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060496006,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060497382,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060497418,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060512605,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060512885,20220720,E,60.24,21.0,15.24,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060514957,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060522909,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060522928,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060523155,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060523403,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060525186,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060526114,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060534481,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060556525,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060562411,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060564573,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060566440,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060568832,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060569883,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060571512,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060572170,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060574601,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060577267,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060578776,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060580194,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060583003,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060585151,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060589045,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060589424,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060608938,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060618246,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060620849,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060625053,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060627629,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060635361,20220720,E,66.2,22.33,17.2,6.0,20.67,66.67,60.0,60.0,60.0,60.0,73.33
1060636230,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060637675,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060639348,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060645350,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060647528,20220720,E,63.81,23.13,16.68,6.0,18.0,70.67,60.0,60.0,60.0,60.0,60.0
1060648041,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060652278,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060658516,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060673351,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060681021,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060683408,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060687253,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060687758,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060726476,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060727868,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060731552,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060731630,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060731867,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060732454,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060743460,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060744514,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060747729,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060747734,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060747938,20220720,E,63.98,22.23,16.87,6.0,18.88,66.13,60.0,60.0,60.0,60.0,64.4
1060750748,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060751223,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060751878,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060755796,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060755966,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060756757,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060758788,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060770195,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060777728,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060778765,20220720,E,60.53,21.0,15.0,6.0,18.53,60.0,60.0,60.0,60.0,60.0,62.67
1060780107,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060782027,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060786469,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060786979,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060799625,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060816164,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060819540,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060823345,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060826416,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060827604,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060830884,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060832072,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060833163,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060834032,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060836461,20220720,E,64.36,22.44,16.71,6.0,19.21,67.2,60.0,60.0,60.0,60.0,66.07
1060838983,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060840285,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060841474,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060848569,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060852215,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060853820,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060855361,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060855717,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060858238,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060867606,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060869021,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060874693,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060875426,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060878933,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060879247,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060880292,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060882780,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060889430,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060889648,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060895422,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060924400,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060924564,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060926145,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060927426,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060930111,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060940884,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060945201,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060948149,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060949338,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060953550,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060954748,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060956673,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060961822,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060962175,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060964299,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060966642,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060969713,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060976437,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060981172,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060983205,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060986804,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060989306,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060994599,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1060998805,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061017813,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061022811,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061024406,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061029959,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061034236,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061034675,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061038711,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061039855,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061042118,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061046114,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061048728,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061049256,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061049902,20220720,E,60.75,21.0,15.0,6.0,18.75,60.0,60.0,60.0,60.0,60.0,63.73
1061049921,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061050622,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061051811,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061052412,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061052635,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061054778,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061055796,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061062680,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061065519,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061069233,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061070458,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061070953,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061074191,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061074925,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061075870,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061078858,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061080543,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061080640,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061082804,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061083138,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061085835,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061086800,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061087361,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061090702,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061092812,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061094595,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061095027,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061096972,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061099509,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061119045,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061127074,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061136234,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061138789,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061140169,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061141945,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061148098,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061148759,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061170227,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061173258,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061175616,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061176667,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061180050,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061182460,20220720,E,63.02,21.96,16.53,6.0,18.53,64.8,60.0,60.0,60.0,60.0,62.67
1061182984,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061187015,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061188727,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061188988,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061189672,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061197852,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061199883,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061231968,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061235590,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061236401,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061239223,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061239316,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061239956,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061241961,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061243289,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061244196,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061248891,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061248998,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061249774,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061256799,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061268276,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061272431,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061273750,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
1061275156,20220720,E,60.0,21.0,15.0,6.0,18.0,60.0,60.0,60.0,60.0,60.0,60.0
